a_coeffs,b_coeffs,value,constant,c0,c1,c2
"(2,6)","(8,-9,1)",2,sqrt(2),2,1,-999
"(4,6)","(8,-9,1)",4,sqrt(2),4,1,-999
"(2,7)","(8,-9,1)",2,sqrt(2),2,1,-999
"(4,7)","(8,-9,1)",4,sqrt(2),4,1,-999
"(2,5)","(8,-9,1)",2,sqrt(2),2,1,-999
"(4,5)","(8,-9,1)",4,sqrt(2),4,1,-999
"(2,9)","(8,-9,1)",2,sqrt(2),2,1,-999
"(4,9)","(8,-9,1)",4,sqrt(2),4,1,-999
"(2,10)","(8,-9,1)",2,sqrt(2),2,1,-999
"(4,10)","(8,-9,1)",4,sqrt(2),4,1,-999
"(2,8)","(8,-9,1)",2,sqrt(2),2,1,-999
"(4,8)","(8,-9,1)",4,sqrt(2),4,1,-999
"(2,-10)","(8,-9,1)",2,sqrt(2),2,1,-999
"(4,-10)","(8,-9,1)",4,sqrt(2),4,1,-999
"(2,-9)","(8,-9,1)",2,sqrt(2),2,1,-999
"(4,-9)","(8,-9,1)",4,sqrt(2),4,1,-999
"(2,-8)","(-7,5,2)",2,sqrt(2),2,1,-999
"(4,-8)","(-7,5,2)",4,sqrt(2),4,1,-999
"(2,-7)","(-7,5,2)",2,sqrt(2),2,1,-999
"(4,-7)","(-7,5,2)",4,sqrt(2),4,1,-999
"(2,-6)","(-7,5,2)",2,sqrt(2),2,1,-999
"(4,-6)","(-7,5,2)",4,sqrt(2),4,1,-999
"(2,1)","(8,-9,1)",2,sqrt(2),2,1,-999
"(4,1)","(8,-9,1)",4,sqrt(2),4,1,-999
"(4,-2)","(8,-9,1)",4,sqrt(2),4,1,-999
"(2,-1)","(8,-9,1)",2,sqrt(2),2,1,-999
"(2,2)","(8,-9,1)",2,sqrt(2),2,1,-999
"(4,2)","(8,-9,1)",4,sqrt(2),4,1,-999
"(2,3)","(8,-9,1)",2,sqrt(2),2,1,-999
"(4,3)","(8,-9,1)",4,sqrt(2),4,1,-999
"(2,4)","(8,-9,1)",2,sqrt(2),2,1,-999
"(4,4)","(8,-9,1)",4,sqrt(2),4,1,-999
"(2,-10)","(-7,5,2)",2,sqrt(2),2,1,-999
"(4,-10)","(-7,5,2)",4,sqrt(2),4,1,-999
"(2,-9)","(-7,5,2)",2,sqrt(2),2,1,-999
"(4,-9)","(-7,5,2)",4,sqrt(2),4,1,-999
"(2,2)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,2)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,3)","(-9,7,2)",2,sqrt(2),2,1,-999
"(-3,1)","(2,4,2)",0.49999999999999867,sqrt(2),-4,2,-999
"(0,1)","(2,4,2)",2,sqrt(2),2,1,-999
"(3,1)","(0,4,2)",4,sqrt(2),4,1,-999
"(4,6)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,7)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,7)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,9)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,9)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,10)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,10)","(-10,8,2)",4,sqrt(2),4,1,-999
"(9,-1)","(-4,7,2)",0.25000000000013145,sqrt(2),-4,1,-999
"(4,3)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,4)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,4)","(-9,7,2)",4,sqrt(2),4,1,-999
"(-7,1)","(4,6,2)",0.50000000000000977,sqrt(2),-4,2,-999
"(-1,1)","(4,6,2)",2,sqrt(2),2,1,-999
"(2,1)","(4,6,2)",4,sqrt(2),4,1,-999
"(2,5)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,5)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,6)","(-9,7,2)",2,sqrt(2),2,1,-999
"(2,-4)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,-4)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,0)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,0)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,1)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,1)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,-3)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,-3)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,-2)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,-2)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,-1)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,-1)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,-10)","(7,-8,1)",2,sqrt(2),2,1,-999
"(4,-10)","(7,-8,1)",4,sqrt(2),4,1,-999
"(2,-9)","(7,-8,1)",2,sqrt(2),2,1,-999
"(4,-9)","(7,-8,1)",4,sqrt(2),4,1,-999
"(2,-8)","(7,-8,1)",2,sqrt(2),2,1,-999
"(4,-8)","(7,-8,1)",4,sqrt(2),4,1,-999
"(-5,1)","(2,5,2)",0.25000000000000799,sqrt(2),-4,1,-999
"(2,-2)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,-2)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,-1)","(-10,8,2)",2,sqrt(2),2,1,-999
"(2,1)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,1)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,2)","(-10,8,2)",2,sqrt(2),2,1,-999
"(2,-2)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,-2)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,-1)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,-1)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,0)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,0)","(-8,6,2)",4,sqrt(2),4,1,-999
"(4,-1)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,0)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,0)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,6)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,6)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,-4)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,-4)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,-3)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,-3)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,-6)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,-6)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,-5)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,-5)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,-10)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,-10)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,-7)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,-7)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,-3)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,-3)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,-5)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,-5)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,-10)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,-10)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,-9)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,-9)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,-5)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,-5)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,-4)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,-4)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,-8)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,-8)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,-7)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,-7)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,-6)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,-6)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,7)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,7)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,8)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,8)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,-9)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,-9)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,-8)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,-8)","(-9,7,2)",4,sqrt(2),4,1,-999
"(4,2)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,3)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,3)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,4)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,4)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,5)","(-10,8,2)",2,sqrt(2),2,1,-999
"(4,5)","(-10,8,2)",4,sqrt(2),4,1,-999
"(2,9)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,9)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,10)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,10)","(-8,6,2)",4,sqrt(2),4,1,-999
"(4,7)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,8)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,8)","(-8,6,2)",4,sqrt(2),4,1,-999
"(-7,1)","(4,9,2)",0.5,sqrt(2),-4,2,-999
"(2,6)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,6)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,7)","(-8,6,2)",2,sqrt(2),2,1,-999
"(2,1)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,1)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,2)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,2)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,3)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,3)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,4)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,4)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,5)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,5)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,-8)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,-8)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,-7)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,-7)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,-9)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,-9)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,-6)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,-6)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,-10)","(-8,6,2)",2,sqrt(2),2,1,-999
"(4,-10)","(-8,6,2)",4,sqrt(2),4,1,-999
"(2,8)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,8)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,9)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,9)","(-9,7,2)",4,sqrt(2),4,1,-999
"(2,10)","(-9,7,2)",2,sqrt(2),2,1,-999
"(4,10)","(-9,7,2)",4,sqrt(2),4,1,-999
"(1,10)","(-3,-8,3)",0.25,sqrt(2),-4,1,-999
"(-3,1)","(8,10,2)",2,sqrt(2),2,1,-999
"(2,-4)","(6,-9,3)",2,sqrt(2),2,1,-999
"(2,-3)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,-3)","(6,-9,3)",4,sqrt(2),4,1,-999
"(4,-2)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,-5)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,-5)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,-7)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,-7)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,-6)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,-6)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,5)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,5)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,6)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,6)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,8)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,8)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,9)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,9)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,10)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,10)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,7)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,7)","(6,-9,3)",4,sqrt(2),4,1,-999
"(-1,-2)","(-3,-8,3)",4,sqrt(2),4,1,-999
"(3,-2)","(-3,-8,3)",2,sqrt(2),2,1,-999
"(7,-2)","(-3,-8,3)",4,sqrt(2),4,1,-999
"(3,-4)","(4,-8,3)",4,sqrt(2),4,1,-999
"(5,-4)","(4,-8,3)",4,sqrt(2),4,1,-999
"(2,-9)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,-9)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,0)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,0)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,-10)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,-10)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,-8)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,-8)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,-7)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,-7)","(5,-8,3)",4,sqrt(2),4,1,-999
"(1,1)","(4,-8,3)",0.5,sqrt(2),-4,2,-999
"(2,3)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,3)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,-8)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,-8)","(6,-9,3)",4,sqrt(2),4,1,-999
"(0,-2)","(4,-8,3)",0.5,sqrt(2),-4,2,-999
"(1,-2)","(4,-8,3)",2,sqrt(2),2,1,-999
"(3,-2)","(4,-8,3)",2,sqrt(2),2,1,-999
"(2,-10)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,-10)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,-9)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,-9)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,4)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,4)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,5)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,5)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,1)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,1)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,2)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,2)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,2)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,2)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,3)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,3)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,4)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,4)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,-1)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,-1)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,0)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,0)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,0)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,0)","(7,-10,3)",4,sqrt(2),4,1,-999
"(2,1)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,1)","(7,-10,3)",4,sqrt(2),4,1,-999
"(-5,2)","(-8,-10,3)",4,sqrt(2),4,1,-999
"(5,2)","(-8,-10,3)",2,sqrt(2),2,1,-999
"(2,1)","(6,-9,3)",2,sqrt(2),2,1,-999
"(4,1)","(6,-9,3)",4,sqrt(2),4,1,-999
"(2,2)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,2)","(7,-10,3)",4,sqrt(2),4,1,-999
"(2,-1)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,-1)","(7,-10,3)",4,sqrt(2),4,1,-999
"(5,0)","(3,-10,3)",4,sqrt(2),4,1,-999
"(-4,1)","(3,-10,3)",4,sqrt(2),4,1,-999
"(-2,-1)","(0,-9,3)",2,sqrt(2),2,1,-999
"(5,-1)","(0,-9,3)",2,sqrt(2),2,1,-999
"(1,0)","(3,-10,3)",2,sqrt(2),2,1,-999
"(2,3)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,3)","(7,-10,3)",4,sqrt(2),4,1,-999
"(2,4)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,4)","(7,-10,3)",4,sqrt(2),4,1,-999
"(10,-10)","(3,-10,3)",2,sqrt(2),2,1,-999
"(2,-9)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,-9)","(7,-10,3)",4,sqrt(2),4,1,-999
"(2,-8)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,-8)","(7,-10,3)",4,sqrt(2),4,1,-999
"(2,-10)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,-10)","(7,-10,3)",4,sqrt(2),4,1,-999
"(5,-6)","(8,-10,3)",4,sqrt(2),4,1,-999
"(2,-6)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,-6)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,-5)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,-5)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,-4)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,-4)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,-2)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,-2)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,-1)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,-1)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,-3)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,-3)","(5,-8,3)",4,sqrt(2),4,1,-999
"(4,7)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,8)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,8)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,9)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,9)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,10)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,10)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,6)","(5,-8,3)",2,sqrt(2),2,1,-999
"(4,6)","(5,-8,3)",4,sqrt(2),4,1,-999
"(2,7)","(5,-8,3)",2,sqrt(2),2,1,-999
"(0,4)","(8,-10,3)",0.25,sqrt(2),-4,1,-999
"(0,2)","(8,-10,3)",0.5,sqrt(2),-4,2,-999
"(0,-4)","(4,-8,3)",0.25,sqrt(2),-4,1,-999
"(2,-3)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,-3)","(7,-10,3)",4,sqrt(2),4,1,-999
"(2,-2)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,-2)","(7,-10,3)",4,sqrt(2),4,1,-999
"(2,-4)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,-4)","(7,-10,3)",4,sqrt(2),4,1,-999
"(2,-7)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,-7)","(7,-10,3)",4,sqrt(2),4,1,-999
"(2,-6)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,-6)","(7,-10,3)",4,sqrt(2),4,1,-999
"(2,-5)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,-5)","(7,-10,3)",4,sqrt(2),4,1,-999
"(2,6)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,6)","(7,-10,3)",4,sqrt(2),4,1,-999
"(2,7)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,7)","(7,-10,3)",4,sqrt(2),4,1,-999
"(2,5)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,5)","(7,-10,3)",4,sqrt(2),4,1,-999
"(2,8)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,8)","(7,-10,3)",4,sqrt(2),4,1,-999
"(2,9)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,9)","(7,-10,3)",4,sqrt(2),4,1,-999
"(2,10)","(7,-10,3)",2,sqrt(2),2,1,-999
"(4,10)","(7,-10,3)",4,sqrt(2),4,1,-999
"(1,0)","(8,-10,3)",2,sqrt(2),2,1,-999
"(3,-2)","(8,-10,3)",4,sqrt(2),4,1,-999
"(3,-4)","(8,-10,3)",2,sqrt(2),2,1,-999
"(1,-3)","(8,-10,3)",0.5,sqrt(2),-4,2,-999
"(7,-6)","(-8,-10,3)",4,sqrt(2),4,1,-999
"(2,-7)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,-7)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,-6)","(-4,2,2)",2,sqrt(2),2,1,-999
"(2,8)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,8)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,9)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,9)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,7)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,7)","(-4,2,2)",4,sqrt(2),4,1,-999
"(4,-6)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,-5)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,-5)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,10)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,10)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,5)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,5)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,6)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,6)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,-4)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,-4)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,-3)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,-3)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,-2)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,-2)","(-4,2,2)",4,sqrt(2),4,1,-999
"(8,8)","(0,2,2)",8.2426406871192857,sqrt(2),4,1,3
"(2,2)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,2)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,3)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,3)","(-4,2,2)",4,sqrt(2),4,1,-999
"(4,-9)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,-8)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,-8)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,1)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,1)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,-10)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,-10)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,-9)","(-4,2,2)",2,sqrt(2),2,1,-999
"(2,-1)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,-1)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,0)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,0)","(-4,2,2)",4,sqrt(2),4,1,-999
"(2,4)","(-4,2,2)",2,sqrt(2),2,1,-999
"(4,4)","(-4,2,2)",4,sqrt(2),4,1,-999
"(-8,-8)","(0,2,2)",-8.2426406871192857,sqrt(2),-4,1,-3
"(1,1)","(0,2,2)",2,sqrt(2),2,1,-999
"(-2,2)","(-6,-7,3)",0.5,sqrt(2),-4,2,-999
"(4,2)","(-6,-7,3)",2,sqrt(2),2,1,-999
"(-8,3)","(-6,-7,3)",2,sqrt(2),2,1,-999
"(-1,1)","(-6,-7,3)",0.25,sqrt(2),-4,1,-999
"(-2,-3)","(-6,-7,3)",0.5,sqrt(2),-4,2,-999
"(4,-3)","(-6,-7,3)",2,sqrt(2),2,1,-999
"(5,-3)","(-6,-7,3)",4,sqrt(2),4,1,-999
"(2,-1)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,-1)","(4,-7,3)",4,sqrt(2),4,1,-999
"(2,-3)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,-3)","(4,-7,3)",4,sqrt(2),4,1,-999
"(2,-2)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,-2)","(4,-7,3)",4,sqrt(2),4,1,-999
"(2,-4)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,-4)","(4,-7,3)",4,sqrt(2),4,1,-999
"(-8,8)","(-6,-7,3)",2,sqrt(2),2,1,-999
"(2,-6)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,-6)","(4,-7,3)",4,sqrt(2),4,1,-999
"(2,-5)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,-5)","(4,-7,3)",4,sqrt(2),4,1,-999
"(0,-8)","(2,-7,3)",0.25,sqrt(2),-4,1,-999
"(2,8)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,8)","(4,-7,3)",4,sqrt(2),4,1,-999
"(2,9)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,9)","(4,-7,3)",4,sqrt(2),4,1,-999
"(2,10)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,10)","(4,-7,3)",4,sqrt(2),4,1,-999
"(4,6)","(4,-7,3)",4,sqrt(2),4,1,-999
"(2,7)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,7)","(4,-7,3)",4,sqrt(2),4,1,-999
"(1,3)","(2,-7,3)",0.5,sqrt(2),-4,2,-999
"(2,1)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,1)","(3,-6,3)",4,sqrt(2),4,1,-999
"(2,2)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,2)","(3,-6,3)",4,sqrt(2),4,1,-999
"(2,3)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,3)","(3,-6,3)",4,sqrt(2),4,1,-999
"(2,-9)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,-9)","(4,-7,3)",4,sqrt(2),4,1,-999
"(2,-8)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,-8)","(4,-7,3)",4,sqrt(2),4,1,-999
"(2,4)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,4)","(3,-6,3)",4,sqrt(2),4,1,-999
"(2,5)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,5)","(3,-6,3)",4,sqrt(2),4,1,-999
"(2,-7)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,-7)","(4,-7,3)",4,sqrt(2),4,1,-999
"(2,-10)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,-10)","(4,-7,3)",4,sqrt(2),4,1,-999
"(2,6)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,6)","(3,-6,3)",4,sqrt(2),4,1,-999
"(2,5)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,5)","(4,-7,3)",4,sqrt(2),4,1,-999
