a_coeffs,b_coeffs,value,constant,c0,c1,c2
"(2,6)","(4,-7,3)",2,sqrt(2),2,1,-999
"(2,2)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,2)","(4,-7,3)",4,sqrt(2),4,1,-999
"(2,3)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,3)","(4,-7,3)",4,sqrt(2),4,1,-999
"(2,4)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,4)","(4,-7,3)",4,sqrt(2),4,1,-999
"(2,0)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,0)","(4,-7,3)",4,sqrt(2),4,1,-999
"(2,1)","(4,-7,3)",2,sqrt(2),2,1,-999
"(4,1)","(4,-7,3)",4,sqrt(2),4,1,-999
"(1,-3)","(2,-7,3)",2,sqrt(2),2,1,-999
"(2,-3)","(2,-7,3)",4,sqrt(2),4,1,-999
"(4,-3)","(2,-7,3)",2,sqrt(2),2,1,-999
"(5,-3)","(2,-7,3)",4,sqrt(2),4,1,-999
"(3,-5)","(2,-7,3)",4,sqrt(2),4,1,-999
"(6,-5)","(2,-7,3)",4,sqrt(2),4,1,-999
"(0,-4)","(2,-7,3)",0.5,sqrt(2),-4,2,-999
"(2,-3)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,-3)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,-2)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,-2)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,-1)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,-1)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,-6)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,-6)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,-5)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,-5)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,-4)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,-4)","(-6,4,2)",4,sqrt(2),4,1,-999
"(0,-1)","(2,-7,3)",2,sqrt(2),2,1,-999
"(3,-1)","(2,-7,3)",2,sqrt(2),2,1,-999
"(2,6)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,6)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,7)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,7)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,8)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,8)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,9)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,9)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,10)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,10)","(-6,4,2)",4,sqrt(2),4,1,-999
"(1,5)","(0,-6,3)",0.5,sqrt(2),-4,2,-999
"(1,3)","(0,-6,3)",0.25,sqrt(2),-4,1,-999
"(2,-4)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,-4)","(3,-6,3)",4,sqrt(2),4,1,-999
"(2,-3)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,-3)","(3,-6,3)",4,sqrt(2),4,1,-999
"(2,-10)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,-10)","(3,-6,3)",4,sqrt(2),4,1,-999
"(2,-9)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,-9)","(3,-6,3)",4,sqrt(2),4,1,-999
"(2,-7)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,-7)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,-5)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,-5)","(3,-6,3)",4,sqrt(2),4,1,-999
"(4,-5)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,-4)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,-4)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,-10)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,-10)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,-9)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,-9)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,-8)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,-8)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,0)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,0)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,1)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,1)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,5)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,5)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,0)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,0)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,1)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,1)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,-2)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,-2)","(3,-6,3)",4,sqrt(2),4,1,-999
"(2,-1)","(3,-6,3)",2,sqrt(2),2,1,-999
"(2,-7)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,-7)","(3,-6,3)",4,sqrt(2),4,1,-999
"(2,-6)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,-6)","(3,-6,3)",4,sqrt(2),4,1,-999
"(2,2)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,2)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,-8)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,-8)","(3,-6,3)",4,sqrt(2),4,1,-999
"(4,-1)","(3,-6,3)",4,sqrt(2),4,1,-999
"(2,0)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,0)","(3,-6,3)",4,sqrt(2),4,1,-999
"(4,-2)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,-1)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,-1)","(2,-5,3)",4,sqrt(2),4,1,-999
"(0,-2)","(-2,-5,3)",2,sqrt(2),2,1,-999
"(4,-2)","(-2,-5,3)",2,sqrt(2),2,1,-999
"(2,3)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,3)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,4)","(-6,4,2)",2,sqrt(2),2,1,-999
"(4,4)","(-6,4,2)",4,sqrt(2),4,1,-999
"(2,-3)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,-3)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,-2)","(2,-5,3)",2,sqrt(2),2,1,-999
"(1,-5)","(-2,-5,3)",2,sqrt(2),2,1,-999
"(6,-5)","(-2,-5,3)",2,sqrt(2),2,1,-999
"(2,-4)","(-2,-5,3)",4,sqrt(2),4,1,-999
"(6,-4)","(-2,-5,3)",4,sqrt(2),4,1,-999
"(0,-1)","(-2,-5,3)",4,sqrt(2),4,1,-999
"(5,-1)","(-2,-5,3)",4,sqrt(2),4,1,-999
"(1,7)","(-2,-5,3)",0.5,sqrt(2),-4,2,-999
"(2,10)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,10)","(3,-6,3)",4,sqrt(2),4,1,-999
"(0,-6)","(0,-6,3)",0.5,sqrt(2),-4,2,-999
"(3,-6)","(0,-6,3)",4,sqrt(2),4,1,-999
"(7,-6)","(0,-6,3)",4,sqrt(2),4,1,-999
"(2,7)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,7)","(3,-6,3)",4,sqrt(2),4,1,-999
"(2,8)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,8)","(3,-6,3)",4,sqrt(2),4,1,-999
"(2,9)","(3,-6,3)",2,sqrt(2),2,1,-999
"(4,9)","(3,-6,3)",4,sqrt(2),4,1,-999
"(1,-4)","(0,-6,3)",2,sqrt(2),2,1,-999
"(5,-4)","(0,-6,3)",2,sqrt(2),2,1,-999
"(-1,0)","(0,-6,3)",2,sqrt(2),2,1,-999
"(2,0)","(0,-6,3)",0.5,sqrt(2),-4,2,-999
"(3,0)","(0,-6,3)",2,sqrt(2),2,1,-999
"(1,-2)","(0,-6,3)",4,sqrt(2),4,1,-999
"(5,-2)","(0,-6,3)",4,sqrt(2),4,1,-999
"(-1,-1)","(0,-6,3)",0.5,sqrt(2),-4,2,-999
"(2,-6)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,-6)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,-5)","(2,-5,3)",2,sqrt(2),2,1,-999
"(2,-10)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,-10)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,-9)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,-9)","(2,-5,3)",4,sqrt(2),4,1,-999
"(0,-8)","(-2,-5,3)",0.5,sqrt(2),-4,2,-999
"(-2,1)","(-2,-5,3)",2,sqrt(2),2,1,-999
"(3,1)","(-2,-5,3)",2,sqrt(2),2,1,-999
"(3,-7)","(-2,-5,3)",4,sqrt(2),4,1,-999
"(8,-7)","(-2,-5,3)",4,sqrt(2),4,1,-999
"(2,-8)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,-8)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,-7)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,-7)","(2,-5,3)",4,sqrt(2),4,1,-999
"(-1,-4)","(-9,-6,3)",2,sqrt(2),2,1,-999
"(5,-4)","(-9,-6,3)",2,sqrt(2),2,1,-999
"(10,-4)","(-9,-6,3)",2,sqrt(2),2,1,-999
"(1,1)","(8,8,2)",4,sqrt(2),4,1,-999
"(-6,6)","(-9,-6,3)",2,sqrt(2),2,1,-999
"(3,-9)","(-6,-3,3)",4,sqrt(2),4,1,-999
"(1,-7)","(-6,-3,3)",2,sqrt(2),2,1,-999
"(8,-7)","(-6,-3,3)",2,sqrt(2),2,1,-999
"(-2,1)","(-6,-3,3)",4,sqrt(2),4,1,-999
"(5,1)","(-6,-3,3)",4,sqrt(2),4,1,-999
"(2,2)","(-6,-3,3)",0.5,sqrt(2),-4,2,-999
"(-4,3)","(-6,-3,3)",2,sqrt(2),2,1,-999
"(3,3)","(-6,-3,3)",2,sqrt(2),2,1,-999
"(10,-9)","(-6,-3,3)",4,sqrt(2),4,1,-999
"(2,-5)","(-6,-3,3)",4,sqrt(2),4,1,-999
"(7,-5)","(-6,-3,3)",4,sqrt(2),4,1,-999
"(-1,-1)","(-6,-3,3)",2,sqrt(2),2,1,-999
"(4,-1)","(-6,-3,3)",2,sqrt(2),2,1,-999
"(-1,-3)","(-6,-3,3)",0.5,sqrt(2),-4,2,-999
"(0,-3)","(-6,-3,3)",2,sqrt(2),2,1,-999
"(1,-3)","(-6,-3,3)",4,sqrt(2),4,1,-999
"(5,-3)","(-6,-3,3)",2,sqrt(2),2,1,-999
"(6,-3)","(-6,-3,3)",4,sqrt(2),4,1,-999
"(1,7)","(-6,-3,3)",0.25,sqrt(2),-4,1,-999
"(-2,1)","(6,8,2)",2,sqrt(2),2,1,-999
"(2,-10)","(0,-3,3)",2,sqrt(2),2,1,-999
"(2,9)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,9)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,10)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,10)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,8)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,8)","(2,-5,3)",4,sqrt(2),4,1,-999
"(0,-10)","(-4,-4,3)",0.5,sqrt(2),-4,2,-999
"(2,6)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,6)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,7)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,7)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,5)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,5)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,3)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,3)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,4)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,4)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,2)","(2,-5,3)",2,sqrt(2),2,1,-999
"(4,2)","(2,-5,3)",4,sqrt(2),4,1,-999
"(2,2)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,2)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,3)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,3)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,5)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,5)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,6)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,6)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,7)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,7)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,4)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,4)","(1,-4,3)",4,sqrt(2),4,1,-999
"(-3,2)","(-4,-4,3)",2,sqrt(2),2,1,-999
"(3,2)","(-4,-4,3)",2,sqrt(2),2,1,-999
"(3,-1)","(-4,-4,3)",0.5,sqrt(2),-4,2,-999
"(-2,0)","(-4,-4,3)",0.5,sqrt(2),-4,2,-999
"(-1,0)","(-4,-4,3)",4,sqrt(2),4,1,-999
"(2,-7)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,-7)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,-6)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,-9)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,-8)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,-8)","(1,-4,3)",4,sqrt(2),4,1,-999
"(4,-6)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,-5)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,-5)","(1,-4,3)",4,sqrt(2),4,1,-999
"(5,0)","(-4,-4,3)",4,sqrt(2),4,1,-999
"(2,-10)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,-10)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,-9)","(1,-4,3)",2,sqrt(2),2,1,-999
"(5,-2)","(0,-4,3)",4,sqrt(2),4,1,-999
"(3,-8)","(-4,-4,3)",4,sqrt(2),4,1,-999
"(9,-8)","(-4,-4,3)",4,sqrt(2),4,1,-999
"(2,-4)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,-4)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,-3)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,-3)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,1)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,1)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,-2)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,-2)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,10)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,10)","(1,-4,3)",4,sqrt(2),4,1,-999
"(1,9)","(-4,-4,3)",0.5,sqrt(2),-4,2,-999
"(-1,-3)","(-4,-4,3)",0.25,sqrt(2),-4,1,-999
"(1,-6)","(-4,-4,3)",2,sqrt(2),2,1,-999
"(7,-6)","(-4,-4,3)",2,sqrt(2),2,1,-999
"(2,-1)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,-1)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,0)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,0)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,8)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,8)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,9)","(1,-4,3)",2,sqrt(2),2,1,-999
"(4,9)","(1,-4,3)",4,sqrt(2),4,1,-999
"(2,0)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,0)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,-3)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,-3)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,9)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,9)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,10)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,10)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,1)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,1)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,2)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,2)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,-2)","(0,-3,3)",2,sqrt(2),2,1,-999
"(2,-1)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,-1)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,3)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,3)","(0,-3,3)",4,sqrt(2),4,1,-999
"(4,-10)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,-9)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,-9)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,6)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,6)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,-6)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,-6)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,7)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,7)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,8)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,8)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,4)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,4)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,5)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,5)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,-5)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,-5)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,-4)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,-4)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,-8)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,-8)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,-7)","(0,-3,3)",2,sqrt(2),2,1,-999
"(4,-7)","(0,-3,3)",4,sqrt(2),4,1,-999
"(2,-7)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,-7)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(2,-6)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,-6)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(2,-5)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,-5)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(2,-4)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,-4)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(2,-9)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,-9)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(2,-8)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,-8)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(2,6)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,6)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(2,7)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,7)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(3,-2)","(0,-2,3)",2,sqrt(2),2,1,-999
"(2,5)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,5)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(2,3)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,3)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(2,4)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,4)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(1,-8)","(-8,-2,3)",2,sqrt(2),2,1,-999
"(9,-8)","(-8,-2,3)",2,sqrt(2),2,1,-999
"(2,8)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,8)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(-5,4)","(-8,-2,3)",2,sqrt(2),2,1,-999
"(3,4)","(-8,-2,3)",2,sqrt(2),2,1,-999
"(2,-10)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,-10)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(2,0)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,0)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(2,1)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,1)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(4,-2)","(-8,-2,3)",0.5,sqrt(2),-4,2,-999
"(2,9)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,9)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(2,10)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,10)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(3,-10)","(-8,-2,3)",4,sqrt(2),4,1,-999
"(-3,1)","(-8,-2,3)",0.5,sqrt(2),-4,2,-999
"(-3,2)","(-8,-2,3)",4,sqrt(2),4,1,-999
"(2,2)","(-8,-2,3)",0.25,sqrt(2),-4,1,-999
"(5,2)","(-8,-2,3)",4,sqrt(2),4,1,-999
"(2,-3)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,-3)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(2,-2)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,-2)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(2,-1)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,-1)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(2,2)","(-1,-2,3)",2,sqrt(2),2,1,-999
"(4,2)","(-1,-2,3)",4,sqrt(2),4,1,-999
"(2,4)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,4)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,5)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,5)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,9)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,9)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,10)","(-3,0,3)",2,sqrt(2),2,1,-999
"(2,6)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,6)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,7)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,7)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,8)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,8)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,1)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,1)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,2)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,2)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,-2)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,-2)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,-1)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,-1)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,3)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,3)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,2)","(-2,-1,3)",2,sqrt(2),2,1,-999
"(4,2)","(-2,-1,3)",4,sqrt(2),4,1,-999
"(2,3)","(-2,-1,3)",2,sqrt(2),2,1,-999
"(4,3)","(-2,-1,3)",4,sqrt(2),4,1,-999
"(2,1)","(-2,-1,3)",2,sqrt(2),2,1,-999
"(4,1)","(-2,-1,3)",4,sqrt(2),4,1,-999
"(2,-2)","(-2,-1,3)",2,sqrt(2),2,1,-999
"(4,-2)","(-2,-1,3)",4,sqrt(2),4,1,-999
"(-2,0)","(-10,-1,3)",2,sqrt(2),2,1,-999
"(4,0)","(-10,-1,3)",2,sqrt(2),2,1,-999
"(2,-8)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,-8)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,-7)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,-7)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,-1)","(-2,-1,3)",2,sqrt(2),2,1,-999
"(4,-1)","(-2,-1,3)",4,sqrt(2),4,1,-999
"(2,0)","(-2,-1,3)",2,sqrt(2),2,1,-999
"(4,0)","(-2,-1,3)",4,sqrt(2),4,1,-999
"(2,-3)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,-3)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,-6)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,-6)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,-5)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,-5)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,-4)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,-4)","(-3,0,3)",4,sqrt(2),4,1,-999
"(6,-4)","(-10,-1,3)",2,sqrt(2),2,1,-999
"(2,0)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,0)","(-3,0,3)",4,sqrt(2),4,1,-999
"(4,10)","(-3,0,3)",4,sqrt(2),4,1,-999
"(2,-7)","(-2,-1,3)",2,sqrt(2),2,1,-999
"(4,-7)","(-2,-1,3)",4,sqrt(2),4,1,-999
"(2,-6)","(-2,-1,3)",2,sqrt(2),2,1,-999
"(4,-6)","(-2,-1,3)",4,sqrt(2),4,1,-999
"(2,-5)","(-2,-1,3)",2,sqrt(2),2,1,-999
"(4,-5)","(-2,-1,3)",4,sqrt(2),4,1,-999
"(0,-2)","(-10,-1,3)",4,sqrt(2),4,1,-999
"(6,-2)","(-10,-1,3)",4,sqrt(2),4,1,-999
"(2,-8)","(-2,-1,3)",2,sqrt(2),2,1,-999
"(4,-8)","(-2,-1,3)",4,sqrt(2),4,1,-999
"(2,-9)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,-9)","(-3,0,3)",4,sqrt(2),4,1,-999
"(0,-4)","(-10,-1,3)",2,sqrt(2),2,1,-999
"(2,-4)","(-2,-1,3)",2,sqrt(2),2,1,-999
"(4,-4)","(-2,-1,3)",4,sqrt(2),4,1,-999
"(2,-3)","(-2,-1,3)",2,sqrt(2),2,1,-999
"(4,-3)","(-2,-1,3)",4,sqrt(2),4,1,-999
"(2,-10)","(-3,0,3)",2,sqrt(2),2,1,-999
"(4,-10)","(-3,0,3)",4,sqrt(2),4,1,-999
"(6,-2)","(-4,-1,3)",4,sqrt(2),4,1,-999
"(2,-1)","(-4,1,3)",2,sqrt(2),2,1,-999
"(4,-1)","(-4,1,3)",4,sqrt(2),4,1,-999
"(4,3)","(-4,1,3)",4,sqrt(2),4,1,-999
"(2,4)","(-4,1,3)",2,sqrt(2),2,1,-999
"(4,4)","(-4,1,3)",4,sqrt(2),4,1,-999
"(2,0)","(-4,1,3)",2,sqrt(2),2,1,-999
"(4,0)","(-4,1,3)",4,sqrt(2),4,1,-999
"(2,1)","(-4,1,3)",2,sqrt(2),2,1,-999
"(4,1)","(-4,1,3)",4,sqrt(2),4,1,-999
"(2,2)","(-4,1,3)",2,sqrt(2),2,1,-999
"(4,2)","(-4,1,3)",4,sqrt(2),4,1,-999
"(2,3)","(-4,1,3)",2,sqrt(2),2,1,-999
"(2,-10)","(-2,-1,3)",2,sqrt(2),2,1,-999
"(4,-10)","(-2,-1,3)",4,sqrt(2),4,1,-999
