d,R(d)
437624,3327
437625,4328
437626,3189
437627,6855
437628,2390
437629,7272
437630,2512
437631,4868
437632,3188
437633,5220
437634,2437
437635,4847
437636,3470
437637,5002
437638,3984
437639,7312
437640,1467
437641,6965
437642,3639
437643,4422
437644,3380
437645,5563
437646,2026
437647,6061
437648,3565
437649,4874
437650,2841
437651,7303
437652,2372
437653,7075
437654,3081
437655,4111
437656,3287
437657,6953
437658,2061
437659,7550
437660,2687
437661,4649
437662,4017
437663,6917
437664,2139
437665,5831
437666,3944
437667,5089
437668,2757
437669,6978
437670,1674
437671,6504
437672,3379
437673,4461
437674,3570
437675,5200
437676,2352
437677,7482
437678,3390
437679,4748
437680,2640
437681,7723
437682,1691
437683,7441
437684,3295
437685,3728
437686,3768
437687,7479
437688,2438
437689,6278
437690,2692
437691,4888
437692,3664
437693,7614
437694,2017
437695,5475
437696,3393
437697,3940
437698,3634
437699,6799
437700,1832
437701,6684
437702,3710
437703,3650
437704,3620
437705,5509
437706,2504
437707,7490
437708,3378
437709,4956
437710,2735
437711,6873
437712,2166
437713,7098
437714,3247
437715,3864
437716,3541
437717,6243
437718,2724
437719,7746
437720,2690
437721,4338
437722,3291
437723,6049
437724,2550
437725,5911
437726,3418
437727,4891
437728,4195
437729,7259
437730,2094
437731,6502
437732,3970
437733,4587
437734,3464
437735,5430
437736,2173
437737,7360
437738,2984
437739,4993
437740,2989
437741,6851
437742,2419
437743,7866
437744,3987
437745,2732
437746,3530
437747,7394
437748,2469
437749,6255
437750,2799
437751,4655
437752,2795
437753,6982
437754,2208
437755,5904
437756,3041
437757,5365
437758,3566
437759,6133
437760,1699
437761,7080
437762,3660
437763,4731
437764,3951
437765,5671
437766,1958
437767,6251
437768,3570
437769,5021
437770,3126
437771,7532
437772,2622
437773,6454
437774,3610
437775,3545
437776,3824
437777,7198
437778,2088
437779,6695
437780,2487
437781,4929
437782,3214
437783,7513
437784,1671
437785,6594
437786,4006
437787,3808
437788,3542
437789,6593
437790,2060
437791,7248
437792,3604
437793,4817
437794,3162
437795,5857
437796,2483
437797,6632
437798,3485
437799,4867
437800,2318
437801,5258
437802,2046
437803,7357
437804,3559
437805,3092
437806,3596
437807,7877
437808,2135
437809,7327
437810,2787
437811,4284
437812,3820
437813,6571
437814,2287
437815,5342
437816,3769
437817,4508
437818,3461
437819,7615
437820,1943
437821,6572
437822,2871
437823,4372
437824,3641
437825,5200
437826,2430
437827,6457
437828,3466
437829,3922
437830,2871
437831,7364
437832,2670
437833,6894
437834,3554
437835,3572
437836,3127
437837,7373
437838,2440
437839,7228
437840,2992
437841,4924
437842,3675
437843,6751
437844,2015
437845,5141
437846,3665
437847,4791
437848,3259
437849,6954
437850,1679
437851,7019
437852,3546
437853,4705
437854,3669
437855,4836
437856,2215
437857,6280
437858,3574
437859,5169
437860,3050
437861,7491
437862,2261
437863,7242
437864,3230
437865,4050
437866,2732
437867,7263
437868,2287
437869,6736
437870,2830
437871,4267
437872,3464
437873,6770
437874,2431
437875,5037
437876,3435
437877,4413
437878,2928
437879,6327
437880,2182
437881,7078
437882,3878
437883,5126
437884,3447
437885,4800
437886,2252
437887,6944
437888,3243
437889,4961
437890,2618
437891,7441
437892,1745
437893,7195
437894,3561
437895,4043
437896,3884
437897,7187
437898,2561
437899,5967
437900,2467
437901,4857
437902,3933
437903,6831
437904,2573
437905,5075
437906,2895
437907,4406
437908,3834
437909,7179
437910,1805
437911,7031
437912,3248
437913,4521
437914,3449
437915,6342
437916,2516
437917,7289
437918,3300
437919,4723
437920,2493
437921,6187
437922,2101
437923,6988
437924,3486
437925,3658
437926,3916
437927,6130
437928,2112
437929,7041
437930,2928
437931,4035
437932,3249
437933,7233
437934,2023
437935,6211
437936,3958
437937,4518
437938,3707
437939,6742
437940,1647
437941,6080
437942,3667
437943,4216
437944,3338
437945,6020
437946,2468
437947,7935
437948,3122
437949,4717
437950,2781
437951,6805
437952,2415
437953,6937
437954,3401
437955,3617
437956,4016
437957,6811
437958,2408
437959,6910
437960,3070
437961,4766
437962,2761
437963,6917
437964,2348
437965,4803
437966,3134
437967,4516
437968,3172
437969,5342
437970,1931
437971,6329
437972,3674
437973,4652
437974,3652
437975,5302
437976,1574
437977,6856
437978,3796
437979,4427
437980,2455
437981,6992
437982,2301
437983,6089
437984,3613
437985,3583
437986,3763
437987,6656
437988,2068
437989,6629
437990,2697
437991,5076
437992,3196
437993,7151
437994,2372
437995,5489
437996,3197
437997,4285
437998,3374
437999,7148
438000,1843
438001,7235
438002,3441
438003,5115
438004,3110
438005,5485
438006,2453
438007,6260
438008,3619
438009,4189
438010,2884
438011,7107
438012,2171
438013,7670
438014,3671
438015,4129
438016,3936
438017,7347
438018,2298
438019,7014
438020,2773
438021,4880
438022,3231
438023,7153
438024,2705
438025,4986
438026,3294
438027,4997
438028,3803
438029,7273
438030,2216
438031,6949
438032,3193
438033,5685
438034,4190
438035,4858
438036,2358
438037,7228
438038,3814
438039,3478
438040,2833
438041,6666
438042,2148
438043,6334
438044,3680
438045,3434
438046,2658
438047,6812
438048,2359
438049,7472
438050,3082
438051,4882
438052,3256
438053,5766
438054,1987
438055,5790
438056,3462
438057,4802
438058,3187
438059,7245
438060,1632
438061,6901
438062,3585
438063,4995
438064,3076
438065,6053
438066,2481
438067,5842
438068,3468
438069,5004
438070,2767
438071,7260
438072,2186
438073,6559
438074,2829
438075,3447
438076,3891
438077,7666
438078,2246
438079,7680
438080,3320
438081,4459
438082,3599
438083,6856
438084,2302
438085,5934
438086,2755
438087,4911
438088,3188
438089,7068
438090,1783
438091,7194
438092,3426
438093,4950
438094,3690
438095,4777
438096,2577
438097,6494
438098,3087
438099,4740
438100,2592
438101,7417
438102,2010
438103,7562
438104,3709
438105,3869
438106,3969
438107,6851
438108,1976
438109,6534
438110,2815
438111,4576
438112,3207
438113,6591
438114,2600
438115,5477
438116,3168
438117,5022
438118,4034
438119,6711
438120,2154
438121,6826
438122,3755
438123,3823
438124,3109
438125,5939
438126,2122
438127,7467
438128,3367
438129,4619
438130,2226
438131,7195
438132,1995
438133,6669
438134,3785
438135,4053
438136,3869
438137,6683
438138,2363
438139,6747
438140,2524
438141,4103
438142,3845
438143,7560
438144,2018
438145,6087
438146,3434
438147,4677
438148,3820
438149,6620
438150,2360
438151,5922
438152,3039
438153,4473
438154,3197
438155,5516
438156,1977
438157,6313
438158,2827
438159,4816
438160,2741
438161,6618
438162,2792
438163,6290
438164,3822
438165,2822
438166,3616
438167,7384
438168,2522
438169,7280
438170,3002
438171,4893
438172,3039
438173,7297
438174,2017
438175,5318
438176,3412
438177,4208
438178,3479
438179,6413
438180,1914
438181,7103
438182,3216
438183,4724
438184,3776
438185,5482
438186,1790
438187,7847
438188,4020
438189,4842
438190,3035
438191,6700
438192,2181
438193,6220
438194,3343
438195,3698
438196,3464
438197,7592
438198,2485
438199,7187
438200,2328
438201,4367
438202,3562
438203,7666
438204,2401
438205,5754
438206,3906
438207,3813
438208,3338
438209,7116
438210,2154
438211,7117
438212,3398
438213,4205
438214,2843
438215,5789
438216,2288
438217,6218
438218,3497
438219,4455
438220,3131
438221,5871
438222,2663
438223,7668
438224,3506
438225,4386
438226,3320
438227,7100
438228,1876
438229,6648
438230,2481
438231,4547
438232,3379
438233,7332
438234,2622
438235,5258
438236,3168
438237,4888
438238,3590
438239,7326
438240,1578
438241,7413
438242,3090
438243,3818
438244,3842
438245,6094
438246,2092
438247,7197
438248,3451
438249,3948
438250,2675
438251,6264
438252,2261
438253,7072
438254,3717
438255,3551
438256,2882
438257,7416
438258,2317
438259,7865
438260,2771
438261,5027
438262,3583
438263,6170
438264,2625
438265,4890
438266,4019
438267,4770
438268,3709
438269,6969
438270,1728
438271,7523
438272,3540
438273,4230
438274,3560
438275,5389
438276,2509
438277,5537
438278,3524
438279,5108
438280,2984
438281,6765
438282,1977
438283,6992
438284,3035
438285,3769
438286,3311
438287,7544
438288,2181
438289,7503
438290,2767
438291,3625
438292,3335
438293,7558
438294,2192
438295,4777
438296,3515
438297,5039
438298,2939
438299,7151
438300,2008
438301,7727
438302,3543
438303,5212
438304,3829
438305,4880
438306,1919
438307,7190
438308,3274
438309,4913
438310,2532
438311,5978
438312,2048
438313,7100
438314,3543
438315,3316
438316,3489
438317,6456
438318,2820
438319,5607
438320,2946
438321,4619
438322,3541
438323,7259
438324,2556
438325,6015
438326,3064
438327,4758
438328,3137
438329,7322
438330,1896
438331,7122
438332,3517
438333,3577
438334,3017
438335,5983
438336,2221
438337,7275
438338,3728
438339,4789
438340,2242
438341,7615
438342,2523
438343,7026
438344,3662
438345,3827
438346,3072
438347,6136
438348,1988
438349,6496
438350,2989
438351,4968
438352,3529
438353,6980
438354,2099
438355,5448
438356,3627
438357,4460
438358,3855
438359,6982
438360,1791
438361,5485
438362,3248
438363,5218
438364,3815
438365,5514
438366,2487
438367,7005
438368,2872
438369,4715
438370,3037
438371,6587
438372,2259
438373,6667
438374,3561
438375,3221
438376,3662
438377,7497
438378,2295
438379,7083
438380,2417
438381,4623
438382,3127
438383,6365
438384,2575
438385,5708
438386,3496
438387,4215
438388,3625
438389,6665
438390,1601
438391,7471
438392,3992
438393,4506
438394,3045
438395,6082
438396,2115
438397,7022
438398,3907
438399,4295
438400,2582
438401,7349
438402,1944
438403,5898
438404,3375
438405,3759
438406,3481
438407,7693
438408,2415
438409,6614
438410,2457
438411,4868
438412,2920
438413,6726
438414,2426
438415,6118
438416,2657
438417,4280
438418,4058
438419,7305
438420,1609
438421,6469
438422,3182
438423,4686
438424,3043
438425,5164
438426,2588
438427,7056
438428,3608
438429,4607
438430,2515
438431,5924
438432,2406
438433,7424
438434,4017
438435,3950
438436,3587
438437,7111
438438,1717
438439,6763
438440,2806
438441,4778
438442,3520
438443,7987
438444,2596
438445,5317
438446,3989
438447,5122
438448,3649
438449,6540
438450,1976
438451,6582
438452,3773
438453,4719
438454,3541
438455,6246
438456,2935
438457,7459
438458,3297
438459,4102
438460,2595
438461,7006
438462,2629
438463,6795
438464,2530
438465,3573
438466,2948
438467,7994
438468,2192
438469,7268
438470,2755
438471,3959
438472,3860
438473,6452
438474,2606
438475,6058
438476,3286
438477,4831
438478,3696
438479,7196
438480,1503
438481,6637
438482,3301
438483,4736
438484,3633
438485,6035
438486,2318
438487,6027
438488,3554
438489,4590
438490,2904
438491,7690
438492,2435
438493,6499
438494,3030
438495,3130
438496,3823
438497,7527
438498,2179
438499,7294
438500,2654
438501,3859
438502,3922
438503,6075
438504,2001
438505,5810
438506,3947
438507,5017
438508,3028
438509,7091
438510,2236
438511,7235
438512,3515
438513,4473
438514,3580
438515,4021
438516,2105
438517,7020
438518,3290
438519,4891
438520,2729
438521,6877
438522,2332
438523,7753
438524,3721
438525,3667
438526,2741
438527,7500
438528,2353
438529,6026
438530,2776
438531,4550
438532,3994
438533,7268
438534,2282
438535,5949
438536,3024
438537,4330
438538,3707
438539,7200
438540,1904
438541,6128
438542,3289
438543,4051
438544,3981
438545,5383
438546,2498
438547,7054
438548,3509
438549,4227
438550,2437
438551,7157
438552,2804
438553,6915
438554,3629
438555,3365
438556,3330
438557,5632
438558,2080
438559,7079
438560,2739
438561,4895
438562,3514
438563,6658
438564,2279
438565,5888
438566,3196
438567,4280
438568,3450
438569,6956
438570,1906
438571,6135
438572,3923
438573,4989
438574,3532
438575,5562
438576,2555
438577,6697
438578,3232
438579,5415
438580,3109
438581,6105
438582,2235
438583,6656
438584,3549
438585,3367
438586,3639
438587,6717
438588,2419
438589,7481
438590,2966
438591,4748
438592,2615
438593,7089
438594,2542
438595,6151
438596,3613
438597,4510
438598,3446
438599,5707
438600,1826
438601,7713
438602,3465
438603,4609
438604,3697
438605,5613
438606,2257
438607,6687
438608,3477
438609,5115
438610,2943
438611,7675
438612,2311
438613,6471
438614,3213
438615,3600
438616,3716
438617,7556
438618,2593
438619,7362
438620,2528
438621,4294
438622,3530
438623,7697
438624,2389
438625,5286
438626,3627
438627,3952
438628,3779
438629,7279
438630,2085
438631,6889
438632,3766
438633,4238
438634,2950
438635,5482
438636,2072
438637,6972
438638,3625
438639,5066
438640,2815
438641,6206
438642,2211
438643,6562
438644,3439
438645,4224
438646,3685
438647,7143
438648,2203
438649,7458
438650,2638
438651,4841
438652,3857
438653,6678
438654,2249
438655,4755
438656,3474
438657,3890
438658,2990
438659,6476
438660,1611
438661,6761
438662,2771
438663,4283
438664,3486
438665,6088
438666,2269
438667,7164
438668,3403
438669,3702
438670,2780
438671,7041
438672,2059
438673,7537
438674,3593
438675,3939
438676,2871
438677,7058
438678,2286
438679,7180
438680,2739
438681,4789
438682,4300
438683,6102
438684,2357
438685,5939
438686,3369
438687,4963
438688,3684
438689,6985
438690,1853
438691,6491
438692,3788
438693,5120
438694,3529
438695,5974
438696,2302
438697,6172
438698,2984
438699,4772
438700,2700
438701,7670
438702,2156
438703,7096
438704,3080
438705,4120
438706,3358
438707,7328
438708,2164
438709,6750
438710,2856
438711,3903
438712,3496
438713,6087
438714,2417
438715,6147
438716,3659
438717,5158
438718,3345
438719,6481
438720,2164
438721,7004
438722,3517
438723,5047
438724,2887
438725,4369
438726,2430
438727,7840
438728,3083
438729,4800
438730,2811
438731,7109
438732,1900
438733,7688
438734,3967
438735,3278
438736,3118
438737,6818
438738,2381
438739,6894
438740,3085
438741,4863
438742,3998
438743,6999
438744,2409
438745,6398
438746,2593
438747,5162
438748,3546
438749,7138
438750,1808
438751,7215
438752,3625
438753,4230
438754,3688
438755,5776
438756,2288
438757,6691
438758,3039
438759,4693
438760,2422
438761,7395
438762,2591
438763,7102
438764,3261
438765,4020
438766,3791
438767,5510
438768,2314
438769,7384
438770,2594
438771,4479
438772,3856
438773,6844
438774,2174
438775,6119
438776,3551
438777,4909
438778,3449
438779,6418
438780,1886
438781,6565
438782,2998
438783,4377
438784,3660
438785,6537
438786,2386
438787,6759
438788,2872
438789,4459
438790,2614
438791,6781
438792,2662
438793,7336
438794,3325
438795,3547
438796,3178
438797,7453
438798,2369
438799,6745
438800,3037
438801,4571
438802,2777
438803,7211
438804,2211
438805,5463
438806,3800
438807,5014
438808,3747
438809,6475
438810,1868
438811,7157
438812,3224
438813,5285
438814,3474
438815,4944
438816,2055
438817,7314
438818,3758
438819,5244
438820,2441
438821,6805
438822,2449
438823,5744
438824,3344
438825,4014
438826,3524
438827,7371
438828,2125
438829,7374
438830,2462
438831,4437
438832,3354
438833,7384
438834,2068
438835,6008
438836,3586
438837,4324
438838,3638
438839,7101
438840,1689
438841,6609
438842,3853
438843,4878
438844,2837
438845,5341
438846,2429
438847,6868
438848,3033
438849,4338
438850,2751
438851,5912
438852,2363
438853,8133
438854,3336
438855,3532
438856,3606
438857,6460
438858,2106
438859,7458
438860,3036
438861,4743
438862,3569
438863,7592
438864,2348
438865,4915
438866,3097
438867,3792
438868,3622
438869,7652
438870,1818
438871,6589
438872,2775
438873,5187
438874,3708
438875,5824
438876,2810
438877,6561
438878,3240
438879,4133
438880,2664
438881,7014
438882,2552
438883,6789
438884,3418
438885,4041
438886,2684
438887,7906
438888,2222
438889,5970
438890,2488
438891,5203
438892,3588
438893,5215
438894,2268
438895,5276
438896,3560
438897,4693
438898,3585
438899,7552
438900,1372
438901,6885
438902,3356
438903,4991
438904,3514
438905,6158
438906,2034
438907,6533
438908,3267
438909,4562
438910,2766
438911,6569
438912,2129
438913,7446
438914,2793
438915,3854
438916,3470
438917,7057
438918,2547
438919,6841
438920,2351
438921,4415
438922,2983
438923,7222
438924,2476
438925,5463
438926,3369
438927,4802
438928,3162
438929,7088
438930,1773
438931,7310
438932,3439
438933,4061
438934,3539
438935,4738
438936,2182
438937,6977
438938,3746
438939,4555
438940,2746
438941,7127
438942,2201
438943,7005
438944,3146
438945,3545
438946,3215
438947,7751
438948,2839
438949,6341
438950,3027
438951,4791
438952,3732
438953,7397
438954,2389
438955,5151
438956,2928
438957,4155
438958,3286
438959,6901
438960,2203
438961,7095
438962,3677
438963,4028
438964,4032
438965,5666
438966,2279
438967,7317
438968,3947
438969,4624
438970,2328
438971,7158
438972,2007
438973,7295
438974,3071
438975,3972
438976,3479
438977,5900
438978,2324
438979,6825
438980,2692
438981,4973
438982,3642
438983,6599
438984,2068
438985,5673
438986,3479
438987,4707
438988,3283
438989,7210
438990,2288
438991,6035
438992,3514
438993,4779
438994,3714
438995,5730
438996,2517
438997,6837
438998,2957
438999,4318
439000,2870
439001,7641
439002,2360
439003,7274
439004,3688
439005,2987
439006,3910
439007,7738
439008,2164
439009,6779
439010,2247
439011,4657
439012,3170
439013,7241
439014,2297
439015,5757
439016,3341
439017,4578
439018,3401
439019,5509
439020,1943
439021,6301
439022,3589
439023,4737
439024,3489
439025,5466
439026,2243
439027,7750
439028,3589
439029,4837
439030,2979
439031,6706
439032,2227
439033,6168
439034,3595
439035,3869
439036,3099
439037,7262
439038,2530
439039,6867
439040,2525
439041,5095
439042,3150
439043,6950
439044,2344
439045,5666
439046,3633
439047,3595
439048,3666
439049,6673
439050,1807
439051,7114
439052,3230
439053,4923
439054,2389
439055,5764
439056,2513
439057,7065
439058,3608
439059,4224
439060,2932
439061,6427
439062,2586
439063,7489
439064,3486
439065,3312
439066,3893
439067,7579
439068,2369
439069,7337
439070,2797
439071,4555
439072,4081
439073,6629
439074,2198
439075,4788
439076,3199
439077,4901
439078,3442
439079,6597
439080,1901
439081,6992
439082,3363
439083,5200
439084,3371
439085,5961
439086,2494
439087,6022
439088,3040
439089,4156
439090,2905
439091,7163
439092,2548
439093,6194
439094,3524
439095,3884
439096,3319
439097,7179
439098,2141
439099,6680
439100,3243
439101,4731
439102,3581
439103,6140
439104,2256
439105,5663
439106,3727
439107,4870
439108,3818
439109,6700
439110,1201
439111,7459
439112,3564
439113,4875
439114,3437
439115,5686
439116,1877
439117,6488
439118,3577
439119,4651
439120,2241
439121,7121
439122,2877
439123,7544
439124,3083
439125,3804
439126,3365
439127,6931
439128,2064
439129,7112
439130,2741
439131,3569
439132,3623
439133,7446
439134,2767
439135,5586
439136,3297
439137,4671
439138,3417
439139,6751
439140,1788
439141,7032
439142,3303
439143,4789
439144,3322
439145,4937
439146,2258
439147,6484
439148,3573
439149,4887
439150,2928
439151,7407
439152,2314
439153,5496
439154,3913
439155,4332
439156,3706
439157,7655
439158,2129
439159,6200
439160,3102
439161,3975
439162,3079
439163,7256
439164,2467
439165,6019
439166,2657
439167,4919
439168,3701
439169,6650
439170,1647
439171,7328
439172,3631
439173,4568
439174,3505
439175,5571
439176,2282
439177,6969
439178,3168
439179,4236
439180,2774
439181,7637
439182,2491
439183,7561
439184,3518
439185,3398
439186,3533
439187,6506
439188,2478
439189,7446
439190,2845
439191,4700
439192,3283
439193,7093
439194,2532
439195,5691
439196,3821
439197,4032
439198,3904
439199,7803
439200,1892
439201,6703
439202,3479
439203,4704
439204,3667
439205,5044
439206,2469
439207,7006
439208,2825
439209,4877
439210,2527
439211,6544
439212,2126
439213,6576
439214,3605
439215,3272
439216,3939
439217,7292
439218,2124
439219,6191
439220,3469
439221,5009
439222,3146
439223,6354
439224,2811
439225,5951
439226,3593
439227,4914
439228,3400
439229,5969
439230,1890
439231,6866
439232,3305
439233,4705
439234,3710
439235,5478
439236,2035
439237,6984
439238,3589
439239,4853
439240,2900
439241,6049
439242,2144
439243,6009
439244,3468
439245,3352
439246,3444
439247,7267
439248,2203
439249,7114
439250,2567
439251,4969
439252,3295
439253,7257
439254,2099
439255,6099
439256,3732
439257,3828
439258,3373
439259,7369
439260,2039
439261,6726
439262,3645
439263,4068
439264,3389
439265,5564
439266,2236
439267,7335
439268,3540
439269,4332
439270,2271
439271,6223
439272,2420
439273,7488
439274,3463
439275,4111
439276,3717
439277,6647
439278,1914
439279,7331
439280,2493
439281,5024
439282,3371
439283,6617
439284,2553
439285,4450
439286,4089
439287,4275
439288,3092
439289,7405
439290,1847
439291,7803
439292,2840
439293,4472
439294,3942
439295,5476
439296,1892
439297,7074
439298,3668
439299,3809
439300,2882
439301,6755
439302,2573
439303,7489
439304,3563
439305,3962
439306,2941
439307,6991
439308,2658
439309,6342
439310,3009
439311,4643
439312,3722
439313,6032
439314,2231
439315,5621
439316,4204
439317,4801
439318,2994
439319,7673
439320,1449
439321,7041
439322,3060
439323,4587
439324,3469
439325,5947
439326,2526
439327,6231
439328,3905
439329,3664
439330,3288
439331,6600
439332,2435
439333,6784
439334,3266
439335,3050
439336,3625
439337,7054
439338,2381
439339,6609
439340,2546
439341,4033
439342,3308
439343,7686
439344,2569
439345,5533
439346,3747
439347,4961
439348,2603
439349,7154
439350,1996
439351,6142
439352,3456
439353,5261
439354,3776
439355,4821
439356,2427
439357,7209
439358,3927
439359,4919
439360,3295
439361,6558
439362,1940
439363,7542
439364,3571
439365,3454
439366,3957
439367,6634
439368,2371
439369,6537
439370,2870
439371,4862
439372,3985
439373,6601
439374,2140
439375,4485
439376,2898
439377,4984
439378,3631
439379,6926
439380,2103
439381,6826
439382,4042
439383,4214
439384,2711
439385,6113
439386,2431
439387,6560
439388,3885
439389,4791
439390,2440
439391,7227
439392,2275
439393,7978
439394,3471
439395,3401
439396,3543
439397,5808
439398,2078
439399,7182
439400,2526
439401,5102
439402,3585
439403,7196
439404,2154
439405,5679
439406,2925
439407,4742
439408,3473
439409,7696
439410,1975
439411,6297
439412,3491
439413,4041
439414,3544
439415,5496
439416,2076
439417,6311
439418,2866
439419,4646
439420,3124
439421,7286
439422,2492
439423,7416
439424,3282
439425,2821
439426,3651
439427,6925
439428,2103
439429,7253
439430,3022
439431,4720
439432,3346
439433,6632
439434,2626
439435,6263
439436,4030
439437,4492
439438,3215
439439,5581
439440,2283
439441,7067
439442,3651
439443,4886
439444,3641
439445,6067
439446,2208
439447,6869
439448,3755
439449,4801
439450,2045
439451,7281
439452,2291
439453,6459
439454,3910
439455,3930
439456,3983
439457,7137
439458,2175
439459,7284
439460,2336
439461,4332
439462,3119
439463,7096
439464,2838
439465,5934
439466,3503
439467,4273
439468,3235
439469,7678
439470,1662
439471,7384
439472,3546
439473,4763
439474,3177
439475,5837
439476,2615
439477,6886
439478,3149
439479,4866
439480,2875
439481,6070
439482,2267
439483,6872
439484,3261
439485,3818
439486,3392
439487,7364
439488,1648
439489,7226
439490,2850
439491,4700
439492,3771
439493,8071
439494,2303
439495,4342
439496,3766
439497,4788
439498,3839
439499,7634
439500,2067
439501,7197
439502,2888
439503,4623
439504,3304
439505,5392
439506,2624
439507,6424
439508,3277
439509,4487
439510,2440
439511,7211
439512,2328
439513,7224
439514,3728
439515,3730
439516,3160
439517,6362
439518,2374
439519,6946
439520,2496
439521,4360
439522,3695
439523,5431
439524,2525
439525,5582
439526,3749
439527,4102
439528,3840
439529,7276
439530,1947
439531,6904
439532,3724
439533,4681
439534,3989
439535,5801
439536,2092
439537,6347
439538,3317
439539,4691
439540,2947
439541,7140
439542,2321
439543,6577
439544,3081
439545,3957
439546,3221
439547,7524
439548,2481
439549,6413
439550,2914
439551,4495
439552,3589
439553,7075
439554,2248
439555,6399
439556,3646
439557,4869
439558,3369
439559,7292
439560,1487
439561,7463
439562,3857
439563,4764
439564,3780
439565,4394
439566,2433
439567,7442
439568,3425
439569,4727
439570,2681
439571,7195
439572,1768
439573,7408
439574,3458
439575,3925
439576,3258
439577,6982
439578,2260
439579,6294
439580,2628
439581,5184
439582,2665
439583,7478
439584,2013
439585,5522
439586,3441
439587,4782
439588,3769
439589,7029
439590,1938
439591,6660
439592,3686
439593,3610
439594,3585
439595,5553
439596,2268
439597,6830
439598,3853
439599,4231
439600,2195
439601,6466
439602,2421
439603,6004
439604,3305
439605,3229
439606,3427
439607,5925
439608,2451
439609,7309
439610,2735
439611,4458
439612,3389
439613,6729
439614,1835
439615,5846
439616,3601
439617,4208
439618,3640
439619,7701
439620,1842
439621,5806
439622,3432
439623,4781
439624,3114
439625,6025
439626,1887
439627,6634
439628,3234
439629,4714
439630,3043
439631,7063
439632,2556
439633,6473
439634,2807
439635,3501
439636,3768
439637,6169
439638,2544
439639,6784
439640,3018
439641,4311
439642,2948
439643,6964
439644,2625
439645,5301
439646,3855
439647,4338
439648,3659
439649,6148
439650,2076
439651,7279
439652,3295
439653,5068
439654,3129
439655,5362
439656,2317
439657,7369
439658,3555
439659,4274
439660,2653
439661,6997
439662,2293
439663,6382
439664,3871
439665,3857
439666,3445
439667,7075
439668,2309
439669,7233
439670,2363
439671,4295
439672,3703
439673,6534
439674,2229
439675,5499
439676,3774
439677,4466
439678,3552
439679,6323
439680,1897
439681,6890
439682,4115
439683,4678
439684,2819
439685,5166
439686,2301
439687,7058
439688,3276
439689,4909
439690,3099
439691,6327
439692,2435
439693,7900
439694,3955
439695,3621
439696,3564
439697,7298
439698,1740
439699,6543
439700,2707
439701,4843
439702,3659
439703,6343
439704,2205
439705,4518
439706,3998
439707,4735
439708,3702
439709,7736
439710,1992
439711,7420
439712,2586
439713,4603
439714,3404
439715,6056
439716,2282
439717,6518
439718,3353
439719,4318
439720,2848
439721,6935
439722,2201
439723,7238
439724,3357
439725,3351
439726,3560
439727,6515
439728,2409
439729,7829
439730,2732
439731,4530
439732,3649
439733,5965
439734,1953
439735,5854
439736,3139
439737,4733
439738,3030
439739,6901
439740,1910
439741,7060
439742,3724
439743,4955
439744,3532
439745,6027
439746,2120
439747,5569
439748,3369
439749,4589
439750,2927
439751,6669
439752,2250
439753,7364
439754,3229
439755,3424
439756,2805
439757,7268
439758,2316
439759,7201
439760,2641
439761,4467
439762,4046
439763,7249
439764,2013
439765,5119
439766,3298
439767,4647
439768,2916
439769,6897
439770,2166
439771,6841
439772,3635
439773,4238
439774,2932
439775,5113
439776,2402
439777,7204
439778,3538
439779,4434
439780,2550
439781,7433
439782,2123
439783,7667
439784,3971
439785,3710
439786,3831
439787,7581
439788,2480
439789,6505
439790,2486
439791,4430
439792,3673
439793,7502
439794,2120
439795,6117
439796,2739
439797,5077
439798,3692
439799,7833
439800,2357
439801,7002
439802,3227
439803,3857
439804,3451
439805,6090
439806,2144
439807,6976
439808,3354
439809,5487
439810,2495
439811,7122
439812,2305
439813,7118
439814,3400
439815,3722
439816,4182
439817,6380
439818,2447
439819,7145
439820,2949
439821,4939
439822,3481
439823,7180
439824,1677
439825,6021
439826,3447
439827,4512
439828,3446
439829,6187
439830,1866
439831,5706
439832,3549
439833,5195
439834,3608
439835,5245
439836,2448
439837,7203
439838,3077
439839,5095
439840,2874
439841,6771
439842,2040
439843,7086
439844,3730
439845,3607
439846,3276
439847,6876
439848,2288
439849,7533
439850,2872
439851,4967
439852,3294
439853,7136
439854,2183
439855,4688
439856,3805
439857,4683
439858,3208
439859,5849
439860,1932
439861,6970
439862,3401
439863,5177
439864,3747
439865,5326
439866,2164
439867,7836
439868,3002
439869,4293
439870,2606
439871,7447
439872,2290
439873,6260
439874,3750
439875,3712
439876,3733
439877,7046
439878,2306
439879,6390
439880,2499
439881,4332
439882,3816
439883,7095
439884,2512
439885,5711
439886,3387
439887,4236
439888,3237
439889,7025
439890,1664
439891,7189
439892,3169
439893,5015
439894,2783
439895,5974
439896,2429
439897,7029
439898,3167
439899,4567
439900,3111
439901,5791
439902,2720
439903,6916
439904,3375
439905,4115
439906,3249
439907,6580
439908,2119
439909,7280
439910,3246
439911,4856
439912,3274
439913,7442
439914,2510
439915,5320
439916,3528
439917,5035
439918,3457
439919,7412
439920,1703
439921,6751
439922,3283
439923,3951
439924,3257
439925,5998
439926,2223
439927,7063
439928,3382
439929,4218
439930,2388
439931,7124
439932,2439
439933,7038
439934,3574
439935,3920
439936,3032
439937,6938
439938,2216
439939,6378
439940,2746
439941,4547
439942,3485
439943,5936
439944,2210
439945,4615
439946,3464
439947,4846
439948,3972
439949,6917
439950,1735
439951,6904
439952,3500
439953,4648
439954,3357
439955,6257
