d,R(d)
2738,1415
2739,1600
2740,1043
2741,2926
2742,851
2743,2860
2744,1210
2745,1559
2746,1595
2747,2637
2748,912
2749,3062
2750,1020
2751,1833
2752,1193
2753,3182
2754,850
2755,2463
2756,1309
2757,2080
2758,1120
2759,2559
2760,820
2761,2773
2762,1482
2763,2073
2764,1523
2765,1798
2766,936
2767,2829
2768,1380
2769,1635
2770,1215
2771,3018
2772,636
2773,3120
2774,1335
2775,1533
2776,1595
2777,3134
2778,1155
2779,2685
2780,1356
2781,1791
2782,1195
2783,2306
2784,891
2785,2294
2786,1304
2787,1992
2788,1283
2789,3106
2790,750
2791,2880
2792,1613
2793,1463
2794,1268
2795,1930
2796,893
2797,3082
2798,1305
2799,1875
2800,994
2801,2703
2802,1078
2803,3600
2804,1820
2805,1302
2806,1375
2807,2555
2808,760
2809,2961
2810,1160
2811,2069
2812,1160
2813,2749
2814,927
2815,2315
2816,1053
2817,2181
2818,1608
2819,2767
2820,790
2821,2167
2822,1350
2823,1695
2824,1399
2825,2310
2826,975
2827,2848
2828,1004
2829,1626
2830,1136
2831,2722
2832,1364
2833,2975
2834,1355
2835,1290
2836,1285
2837,2940
2838,895
2839,3129
2840,990
2841,2120
2842,1410
2843,3055
2844,952
2845,2395
2846,1598
2847,1725
2848,1635
2849,2483
2850,681
2851,3285
2852,1452
2853,1918
2854,1481
2855,2541
2856,735
2857,2853
2858,1328
2859,2248
2860,955
2861,3065
2862,1008
2863,2469
2864,1728
2865,1490
2866,1393
2867,2679
2868,1008
2869,2727
2870,1060
2871,2038
2872,1644
2873,2703
2874,878
2875,2145
2876,1593
2877,1864
2878,1877
2879,3109
2880,805
2881,2472
2882,1410
2883,2180
2884,1228
2885,2316
2886,1070
2887,3116
2888,1460
2889,1758
2890,1134
2891,2685
2892,1149
2893,2813
2894,1433
2895,1540
2896,1522
2897,2806
2898,640
2899,2597
2900,1345
2901,2025
2902,1547
2903,2995
2904,980
2905,2001
2906,1490
2907,2518
2908,1505
2909,2884
2910,707
2911,2814
2912,1060
2913,1886
2914,1751
2915,2426
2916,1135
2917,2899
2918,1626
2919,1819
2920,1053
2921,3148
2922,1035
2923,2725
2924,1375
2925,1485
2926,1000
2927,2959
2928,852
2929,2814
2930,1148
2931,2136
2932,1413
2933,2582
2934,950
2935,2331
2936,1675
2937,1839
2938,1225
2939,2923
2940,774
2941,2929
2942,1552
2943,1995
2944,1363
2945,2371
2946,1115
2947,2752
2948,1265
2949,1872
2950,1260
2951,2550
2952,1088
2953,2857
2954,1330
2955,1644
2956,1821
2957,3117
2958,897
2959,3035
2960,1290
2961,1709
2962,1175
2963,3256
2964,1000
2965,2654
2966,1760
2967,2299
2968,1250
2969,3158
2970,915
2971,2847
2972,1779
2973,1955
2974,1432
2975,1830
2976,820
2977,2690
2978,1455
2979,2125
2980,1341
2981,2549
2982,530
2983,2818
2984,1590
2985,1655
2986,1492
2987,2840
2988,913
2989,2509
2990,1231
2991,2023
2992,1413
2993,2787
2994,1040
2995,2766
2996,1508
2997,2237
2998,1598
2999,3136
3000,663
3001,2873
3002,1225
3003,1166
3004,1519
3005,2379
3006,905
3007,2649
3008,1392
3009,2311
3010,1127
3011,2919
3012,897
3013,3120
3014,1341
3015,1560
3016,1506
3017,2883
3018,1135
3019,3187
3020,1217
3021,2024
3022,1554
3023,3266
3024,977
3025,2352
3026,1390
3027,2056
3028,1505
3029,3582
3030,745
3031,2635
3032,1320
3033,2202
3034,1500
3035,2380
3036,868
3037,3357
3038,1401
3039,2140
3040,972
3041,2680
3042,1220
3043,2601
3044,1354
3045,1340
3046,1555
3047,2662
3048,1370
3049,3387
3050,1215
3051,2061
3052,1443
3053,2815
3054,1120
3055,2536
3056,2021
3057,2166
3058,1275
3059,2442
3060,840
3061,3046
3062,1677
3063,1943
3064,1883
3065,2410
3066,670
3067,3073
3068,1680
3069,1964
3070,1247
3071,2757
3072,908
3073,2666
3074,1327
3075,1741
3076,1337
3077,2866
3078,935
3079,3304
3080,914
3081,2026
3082,1440
3083,2950
3084,1028
3085,2554
3086,1682
3087,1748
3088,1704
3089,2972
3090,975
3091,2869
3092,1873
3093,1924
3094,1259
3095,2565
3096,954
3097,3038
3098,1447
3099,2211
3100,1333
3101,2741
3102,1070
3103,2793
3104,1681
3105,1830
3106,1374
3107,3060
3108,953
3109,3118
3110,1400
3111,2063
3112,1530
3113,2835
3114,1015
3115,2070
3116,1195
3117,1975
3118,1668
3119,3183
3120,840
3121,2868
3122,1397
3123,2210
3124,1289
3125,2660
3126,1201
3127,2754
3128,1530
3129,1905
3130,1410
3131,3028
3132,837
3133,3108
3134,1691
3135,1366
3136,1420
3137,3383
3138,1030
3139,2898
3140,1158
3141,2126
3142,1716
3143,2612
3144,1175
3145,2534
3146,1330
3147,1945
3148,1623
3149,3164
3150,633
3151,3297
3152,1808
3153,2176
3154,1628
3155,2360
3156,1155
3157,2421
3158,1647
3159,1718
3160,1431
3161,3023
3162,1120
3163,3303
3164,1453
3165,1632
3166,1873
3167,3068
3168,895
3169,3031
3170,1286
3171,1758
3172,1528
3173,3142
3174,1056
3175,2673
3176,1550
3177,2043
3178,1080
3179,2832
3180,600
3181,2955
3182,1450
3183,2576
3184,1505
3185,1595
3186,1209
3187,3328
3188,1585
3189,2469
3190,990
3191,3037
3192,881
3193,3209
3194,1681
3195,1644
3196,1127
3197,3588
3198,1171
3199,2777
3200,1310
3201,1847
3202,1756
3203,3641
3204,1097
3205,2348
3206,1560
3207,2118
3208,1704
3209,2955
3210,789
3211,2783
3212,1319
3213,1712
3214,1840
3215,2755
3216,1060
3217,3087
3218,1597
3219,1943
3220,1093
3221,2990
3222,878
3223,2789
3224,1288
3225,1621
3226,1465
3227,2588
3228,1224
3229,3264
3230,1329
3231,1951
3232,1795
3233,3290
3234,943
3235,2465
3236,1504
3237,1755
3238,1673
3239,2902
3240,855
3241,2778
3242,1626
3243,2327
3244,1630
3245,2368
3246,960
3247,2925
3248,1621
3249,2261
3250,1260
3251,3153
3252,899
3253,3223
3254,1410
3255,1432
3256,1422
3257,3230
3258,1118
3259,3291
3260,1507
3261,2385
3262,1307
3263,2849
3264,1225
3265,2982
3266,1600
3267,1980
3268,1537
3269,2684
3270,857
3271,3733
3272,1765
3273,2277
3274,1683
3275,2543
3276,728
3277,2951
3278,1630
3279,2160
3280,1608
3281,3280
3282,994
3283,2656
3284,1593
3285,1771
3286,1720
3287,3460
3288,716
3289,2537
3290,1270
3291,2489
3292,1410
3293,3279
3294,1026
3295,2321
3296,1527
3297,1899
3298,1395
3299,3517
3300,1018
3301,3397
3302,1507
3303,2031
3304,1288
3305,2718
3306,1043
3307,3473
3308,1685
3309,2498
3310,963
3311,2178
3312,1045
3313,3369
3314,1701
3315,1367
3316,1632
3317,3027
3318,855
3319,3203
3320,1148
3321,2169
3322,1550
3323,3174
3324,1140
3325,2216
3326,1792
3327,2598
3328,1493
3329,3509
3330,971
3331,3218
3332,1132
3333,1791
3334,1466
3335,2605
3336,1126
3337,2967
3338,1862
3339,1682
3340,1495
3341,2982
3342,870
3343,3457
3344,1455
3345,1680
3346,1261
3347,3563
3348,738
3349,3205
3350,1115
3351,2136
3352,1790
3353,2907
3354,987
3355,2351
3356,1769
3357,2209
3358,1742
3359,3333
3360,755
3361,3358
3362,1588
3363,1987
3364,1529
3365,2630
3366,737
3367,2567
3368,1528
3369,1801
3370,1503
3371,3742
3372,1172
3373,3575
3374,1290
3375,1962
3376,1597
3377,2940
3378,1100
3379,3088
3380,1405
3381,1985
3382,1676
3383,2877
3384,1110
3385,2580
3386,1872
3387,2273
3388,1095
3389,2782
3390,994
3391,3531
3392,1790
3393,2136
3394,1655
3395,2438
3396,1083
3397,3414
3398,1609
3399,1954
3400,1183
3401,3154
3402,858
3403,3318
3404,1591
3405,1803
3406,1613
3407,3168
3408,1016
3409,2988
3410,1106
3411,2231
3412,1768
3413,3485
3414,1220
3415,2578
3416,1416
3417,2055
3418,1823
3419,3011
3420,832
3421,3421
3422,1796
3423,1892
3424,1572
3425,2467
3426,929
3427,3476
3428,1738
3429,2404
3430,1236
3431,3319
3432,1175
3433,3605
3434,1526
3435,1895
3436,1694
3437,2798
3438,965
3439,2858
3440,1135
3441,2073
3442,1584
3443,3026
3444,1136
3445,2445
3446,1742
3447,2417
3448,1658
3449,3630
3450,850
3451,3133
3452,1716
3453,2052
3454,1320
3455,2443
3456,1214
3457,3317
3458,1275
3459,2103
3460,1405
3461,3417
3462,1058
3463,3359
3464,1597
3465,1353
3466,1794
3467,3581
3468,1089
3469,3527
3470,1335
3471,1995
3472,1403
3473,2870
3474,938
3475,2809
3476,1458
3477,1998
3478,1724
3479,2779
3480,950
3481,3309
3482,1963
3483,2369
3484,1551
3485,2820
3486,832
3487,2990
3488,1810
3489,2310
3490,1418
3491,3384
3492,1008
3493,3224
3494,1598
3495,1664
3496,1338
3497,3372
3498,1065
3499,3064
3500,1298
3501,2289
3502,1370
3503,3465
3504,993
3505,2586
3506,1796
3507,1931
3508,1574
3509,2856
3510,901
3511,3372
3512,1713
3513,2519
3514,1613
3515,2512
3516,945
3517,3258
3518,1549
3519,1781
3520,1026
3521,2978
3522,966
3523,3031
3524,1748
3525,1803
3526,1717
3527,3981
3528,1035
3529,3276
3530,1490
3531,2166
3532,2058
3533,3470
3534,787
3535,2434
3536,1240
3537,2078
3538,1475
3539,3630
3540,894
3541,3243
3542,1195
3543,2316
3544,1712
3545,2703
3546,1070
3547,3380
3548,1772
3549,1804
3550,1326
3551,3332
3552,1129
3553,3191
3554,1814
3555,1719
3556,1586
3557,3657
3558,1171
3559,3561
3560,1080
3561,2475
3562,1546
3563,3324
3564,1120
3565,2571
3566,1768
3567,2232
3568,1762
3569,3370
3570,646
3571,3394
3572,1573
3573,2451
3574,2103
3575,2168
3576,1382
3577,2554
3578,1679
3579,2347
3580,1219
3581,3437
3582,1146
3583,3116
3584,1463
3585,1925
3586,1676
3587,3447
3588,923
3589,3150
3590,1560
3591,2102
3592,1629
3593,3175
3594,1370
3595,2750
3596,1687
3597,1991
3598,1505
3599,2962
3600,842
3601,3308
3602,1776
3603,2663
3604,1712
3605,2250
3606,1182
3607,3884
3608,1718
3609,2364
3610,1348
3611,3296
3612,872
3613,3346
3614,1370
3615,1787
3616,1676
3617,3539
3618,1106
3619,3066
3620,1364
3621,2291
3622,1828
3623,3090
3624,1182
3625,2721
3626,1525
3627,2093
3628,1734
3629,3235
3630,857
3631,3241
3632,1688
3633,1956
3634,1523
3635,2902
3636,1369
3637,3242
3638,1807
3639,2283
3640,1022
3641,3623
3642,1340
3643,3602
3644,1953
3645,1949
3646,1628
3647,3224
3648,973
3649,3423
3650,1718
3651,2313
3652,1604
3653,3521
3654,933
3655,2623
3656,1739
3657,1884
3658,1545
3659,3281
3660,1143
3661,3237
3662,1601
3663,1840
3664,1833
3665,2815
3666,1125
3667,3743
3668,1460
3669,2416
3670,1528
3671,3280
3672,1049
3673,3714
3674,1740
3675,1658
3676,1756
3677,3762
3678,1340
3679,3348
3680,992
3681,2077
3682,1395
3683,2944
3684,1193
3685,2358
3686,1813
3687,2443
3688,1655
3689,2641
3690,1013
3691,3484
3692,1596
3693,2511
3694,2035
3695,2621
3696,637
3697,3551
3698,1723
3699,2313
3700,1211
3701,3490
3702,1255
3703,2692
3704,1906
3705,1296
3706,1582
3707,3320
3708,1190
3709,3763
3710,1230
3711,2553
3712,1800
3713,3543
3714,973
3715,3062
3716,1549
3717,1667
3718,1568
3719,3289
3720,938
3721,3245
3722,2060
3723,2070
3724,1339
3725,2852
3726,1079
3727,3297
3728,1636
3729,2423
3730,1451
3731,2497
3732,1203
3733,4056
3734,2095
3735,1854
3736,1860
3737,3447
3738,1034
3739,3644
3740,1140
3741,2192
3742,1877
3743,3297
3744,1153
3745,2410
3746,1950
3747,2520
3748,1959
3749,3397
3750,940
3751,2854
3752,1675
3753,2477
3754,1671
3755,2485
3756,1117
3757,3215
3758,1751
3759,2235
3760,1283
3761,3573
3762,950
3763,3005
3764,1666
3765,1829
3766,1622
3767,3850
3768,1331
3769,3302
3770,1145
3771,2236
3772,1389
3773,3076
3774,1020
3775,2923
3776,1905
3777,2480
3778,1647
3779,3634
3780,893
3781,3436
3782,1769
3783,2497
3784,1843
3785,2683
3786,1104
3787,3012
3788,1649
3789,2415
3790,1320
3791,3313
3792,1149
3793,3176
3794,1540
3795,1545
3796,1674
3797,3727
3798,1337
3799,3344
3800,1297
3801,1859
3802,1670
3803,3896
3804,1211
3805,2789
3806,1477
3807,2138
3808,1486
3809,3035
3810,818
3811,3442
3812,1810
3813,2741
3814,1645
3815,2515
3816,1326
3817,3280
3818,2081
3819,2476
3820,1372
3821,3239
3822,878
3823,3782
3824,1748
3825,1525
3826,2104
3827,3495
3828,909
3829,3041
3830,1408
3831,2506
3832,2094
3833,3528
3834,1063
3835,2343
3836,1673
3837,2293
3838,1492
3839,3359
3840,934
3841,3619
3842,1438
3843,2045
3844,1936
3845,3070
3846,1279
3847,3850
3848,1825
3849,2151
3850,1406
3851,3446
3852,1238
3853,3584
3854,1717
3855,1819
3856,1826
3857,2827
3858,873
3859,3190
3860,1605
3861,1968
3862,1731
3863,3638
3864,1138
3865,2785
3866,1669
3867,2486
3868,1941
3869,3627
3870,1162
3871,3031
3872,1779
3873,2260
3874,1360
3875,3065
3876,964
3877,3580
3878,1750
3879,2410
3880,1307
3881,4048
3882,1266
3883,3238
3884,1625
3885,1760
3886,1598
3887,3136
3888,1010
3889,3399
3890,1269
3891,2115
3892,1375
3893,3357
3894,1192
3895,2569
3896,1696
3897,2659
3898,2035
3899,3328
3900,817
3901,3522
3902,1654
3903,2557
3904,1853
3905,2587
3906,1281
3907,3784
3908,1789
3909,2533
3910,1559
3911,3700
3912,1236
3913,2637
3914,1749
3915,1792
3916,1711
3917,3707
3918,1240
3919,3840
3920,1448
3921,2422
3922,1713
3923,3877
3924,1167
3925,2944
3926,1471
3927,1600
3928,1920
3929,3903
3930,1088
3931,3394
3932,1997
3933,2267
3934,1627
3935,3078
3936,900
3937,3253
3938,1441
3939,1971
3940,1553
3941,3177
3942,1110
3943,3704
3944,1541
3945,2394
3946,1934
3947,3710
3948,1178
3949,3481
3950,1320
3951,2474
3952,1864
3953,3379
3954,1450
3955,2737
3956,1715
3957,2891
3958,1886
3959,3457
3960,798
3961,3274
3962,1965
3963,2845
3964,2168
3965,2441
3966,1262
3967,3818
3968,1574
3969,2151
3970,1146
3971,3218
3972,1229
3973,3406
3974,2190
3975,2379
3976,1723
3977,3426
3978,994
3979,3237
3980,1473
3981,2021
3982,1575
3983,2934
3984,1000
3985,2941
3986,1946
3987,2425
3988,1816
3989,3722
3990,1005
3991,3398
3992,1720
3993,2102
3994,1830
3995,2443
3996,1376
3997,3375
3998,1877
3999,2448
4000,1683
4001,3963
4002,1107
4003,4170
4004,960
4005,1872
4006,1927
4007,3679
4008,1208
4009,3796
4010,1395
4011,2225
4012,2096
4013,3756
4014,1169
4015,2501
4016,1993
4017,2508
4018,1521
4019,3567
4020,1017
4021,3146
4022,1753
4023,2969
4024,1682
4025,2680
4026,974
4027,3775
4028,1830
4029,2582
4030,1404
4031,3740
4032,697
4033,3366
4034,1886
4035,2298
4036,1940
4037,3017
4038,1010
4039,3262
4040,1335
4041,2376
4042,1806
4043,3975
4044,1175
4045,2991
4046,1511
4047,2516
4048,1816
4049,3820
4050,1264
4051,3733
4052,2096
4053,2235
4054,1626
4055,3122
4056,1296
4057,3580
4058,1631
4059,2173
4060,1260
4061,3482
4062,1203
4063,3006
4064,1860
4065,2097
4066,1750
4067,2819
4068,1188
4069,3816
4070,1673
4071,2523
4072,1809
4073,3771
4074,1202
4075,2629
4076,1515
4077,2661
4078,2070
4079,3534
4080,1081
4081,2893
4082,1618
4083,2674
4084,1798
4085,2743
4086,1480
4087,3875
4088,1674
4089,2393
4090,1844
4091,3645
4092,1035
4093,3862
4094,1792
4095,1552
4096,2104
4097,3283
4098,1147
4099,3848
4100,1361
4101,2634
4102,1468
4103,3273
4104,1464
4105,3165
4106,1806
4107,2705
4108,1815
4109,3561
4110,948
4111,3917
4112,1834
4113,2581
4114,1120
4115,2850
4116,842
4117,3582
4118,1764
4119,2493
4120,1476
4121,3519
4122,1107
4123,3677
4124,1939
4125,2121
4126,1892
4127,3937
4128,1311
4129,3644
4130,1159
4131,2226
4132,1991
4133,3716
4134,1061
4135,3254
4136,1513
4137,2195
4138,1906
4139,3731
4140,1084
4141,3795
4142,1868
4143,2565
4144,1692
4145,2785
4146,1277
4147,3519
4148,1950
4149,2406
4150,1317
4151,2961
4152,895
4153,3815
4154,1986
4155,2246
4156,2116
4157,3861
4158,931
4159,3842
4160,1504
4161,2253
4162,1885
4163,3382
4164,1153
4165,2375
4166,1733
4167,2376
4168,1969
4169,3137
4170,787
4171,3733
4172,1513
4173,2429
4174,1846
4175,2929
4176,1544
4177,3411
4178,2003
4179,2226
4180,1242
4181,3761
4182,1104
4183,3585
4184,1905
4185,2060
4186,1586
4187,3749
4188,1422
4189,3906
4190,1596
4191,2116
4192,1923
4193,3128
4194,1401
4195,2754
4196,2116
4197,2768
4198,1781
4199,3203
4200,720
4201,3592
4202,1847
4203,2365
4204,1899
4205,3017
4206,1295
4207,3427
4208,1995
4209,2609
4210,1274
4211,3846
4212,1150
4213,3655
4214,1526
4215,1808
4216,1836
4217,3873
4218,1250
4219,4212
4220,1572
4221,2419
4222,1740
4223,3916
4224,1348
4225,2755
4226,1850
4227,2536
4228,1345
4229,4135
4230,1135
4231,3739
4232,1809
4233,2232
4234,2288
4235,2426
4236,1310
4237,3689
4238,1668
4239,2476
4240,1229
4241,3764
4242,1017
4243,4166
4244,2054
4245,1935
4246,1795
4247,3775
4248,1325
4249,3501
4250,1304
4251,2402
4252,1624
4253,4170
4254,1219
4255,2919
4256,1618
4257,2047
4258,1659
4259,3555
4260,995
4261,3695
4262,1890
4263,2061
4264,1503
4265,3165
4266,1150
4267,3521
4268,1528
4269,2405
4270,1385
4271,3811
4272,1266
4273,3857
4274,1730
4275,2085
4276,1999
4277,3170
4278,1141
4279,3465
4280,1534
4281,2426
4282,2276
4283,4167
4284,803
4285,2875
4286,1889
4287,2532
4288,1782
4289,4151
4290,1017
4291,3501
4292,1998
4293,2536
4294,1653
4295,2933
4296,1162
4297,3640
4298,1638
4299,2198
4300,1596
4301,3409
4302,997
4303,3375
4304,1811
4305,1818
4306,2163
4307,3726
4308,1218
4309,3344
4310,1505
4311,2453
4312,1338
4313,3972
4314,1765
4315,3163
4316,1707
4317,2609
4318,2063
4319,3058
4320,1029
4321,3974
4322,1855
4323,2124
4324,1690
4325,3183
4326,1102
4327,3646
4328,1857
4329,2690
4330,1743
4331,4033
4332,1232
4333,3170
4334,1479
4335,1755
4336,2009
4337,4096
4338,1210
4339,3519
4340,1224
4341,2567
4342,1723
4343,3974
4344,1323
4345,3191
4346,2101
4347,2598
4348,1828
4349,3943
4350,1093
4351,4451
4352,2008
4353,2622
4354,1937
4355,2984
4356,1282
4357,4138
4358,1932
4359,2623
4360,1664
4361,3205
4362,1184
4363,3859
4364,1668
4365,1981
4366,2062
4367,4221
4368,1270
4369,3862
4370,1320
4371,2691
4372,1696
4373,3807
4374,1351
4375,2489
4376,1912
4377,2478
4378,1562
4379,3921
4380,992
4381,3472
4382,1683
4383,2652
4384,2384
4385,3301
4386,1196
4387,3505
4388,1958
4389,1965
4390,1487
4391,4072
4392,1235
4393,3774
4394,1486
4395,1951
4396,1771
4397,3868
4398,1362
4399,3516
4400,1586
4401,2706
4402,1809
4403,3069
4404,1298
4405,3032
4406,1953
4407,1928
4408,1730
4409,4050
4410,912
4411,3677
4412,2014
4413,2476
4414,1858
4415,3186
4416,1120
4417,3972
4418,2189
4419,2962
4420,1535
4421,3935
4422,1213
4423,3871
4424,1623
4425,2052
4426,1930
4427,3752
4428,1318
4429,3935
4430,1705
4431,2078
4432,1822
4433,3244
4434,1072
4435,3382
4436,2210
4437,2348
4438,1471
4439,3701
4440,1208
4441,3821
4442,2068
4443,2369
4444,1790
4445,2432
4446,1006
4447,4147
4448,1819
4449,2930
4450,1500
4451,3899
4452,1366
4453,3957
4454,2072
4455,2033
4456,1937
4457,3916
4458,1457
4459,3291
4460,1520
4461,2447
4462,1845
4463,4215
4464,1290
4465,3084
4466,1342
4467,2749
4468,1770
4469,3755
4470,962
4471,3707
4472,1700
4473,2162
4474,2020
4475,2991
4476,1333
4477,3811
4478,1972
4479,2626
4480,1282
4481,3806
4482,1499
4483,4277
4484,1860
4485,1793
4486,2005
4487,3421
4488,1063
4489,3950
4490,1520
4491,2665
4492,2168
4493,3974
4494,1161
4495,2758
4496,1751
4497,2742
4498,1872
4499,3623
4500,1130
4501,3020
4502,1984
4503,2339
4504,1868
4505,2990
4506,1261
4507,4081
4508,1674
4509,2713
4510,1290
4511,3630
4512,1157
4513,3966
4514,1894
4515,1579
4516,2235
4517,4139
4518,1153
4519,3972
4520,1961
4521,2527
4522,1483
4523,3705
4524,1395
4525,3358
4526,1841
4527,2794
4528,1865
4529,3748
4530,888
4531,4112
4532,1766
4533,2638
4534,2287
4535,3241
4536,1200
4537,3335
4538,1959
4539,2292
4540,1633
4541,4289
4542,1540
4543,3054
4544,2066
4545,1746
4546,2096
4547,4248
4548,1314
4549,4261
4550,1659
4551,2597
4552,2153
4553,4089
4554,987
4555,3388
4556,1595
4557,2318
4558,2063
4559,4343
4560,943
4561,3904
4562,1821
4563,2306
4564,1781
4565,2680
4566,1610
4567,4256
4568,2305
4569,2642
4570,1620
4571,3099
4572,1420
4573,3727
4574,1812
4575,1972
4576,1563
4577,3412
4578,945
4579,3706
4580,1715
4581,2579
4582,2016
4583,4156
4584,1271
4585,2765
4586,2171
4587,2695
4588,1993
4589,3857
4590,1088
4591,4161
4592,1668
4593,2770
4594,1986
4595,3125
4596,1518
4597,4124
4598,1578
4599,1921
4600,1577
4601,3616
4602,1108
4603,3920
4604,1752
4605,2127
4606,1962
4607,3671
4608,1290
4609,3637
4610,1441
4611,2634
4612,2046
4613,3674
4614,1398
4615,3023
4616,2240
4617,2489
4618,2021
4619,4049
4620,1019
4621,4254
4622,1740
4623,2458
4624,2053
4625,3028
4626,1344
4627,3137
4628,1989
4629,2792
4630,1502
4631,3690
4632,1255
4633,3634
4634,1873
4635,2110
4636,1782
4637,4190
4638,1501
4639,3840
4640,1639
4641,1619
4642,1883
4643,4057
4644,1190
4645,3367
4646,2006
4647,2741
4648,1731
4649,4124
4650,1165
4651,4030
4652,2295
4653,2301
4654,1946
4655,2885
4656,1288
4657,3992
4658,2183
4659,2763
4660,1611
4661,3632
4662,1214
4663,4146
4664,2008
4665,2152
4666,1845
4667,3494
4668,1161
4669,3177
4670,1640
4671,2746
4672,2079
4673,4084
4674,1446
4675,2466
4676,1760
4677,2806
4678,2094
4679,3923
4680,1221
4681,3937
4682,1675
4683,2059
4684,1987
4685,3092
4686,1476
4687,4337
4688,2171
4689,2722
4690,1524
4691,4334
4692,1118
4693,3790
4694,1829
4695,2385
4696,1947
4697,3229
4698,1200
4699,3815
4700,1334
4701,2832
4702,1934
4703,3780
4704,1400
4705,3005
4706,1789
4707,2473
4708,1917
4709,4283
4710,1277
4711,3326
4712,2068
4713,2822
4714,2129
4715,3352
4716,1418
4717,3888
4718,1836
4719,2350
4720,1575
4721,4543
4722,1425
4723,4067
4724,2186
4725,1835
4726,1737
4727,3638
4728,1144
4729,4265
4730,1662
4731,2476
4732,1563
4733,4134
4734,1303
4735,3150
4736,2152
4737,2381
4738,1955
4739,3574
4740,1129
4741,3715
4742,1901
4743,2546
4744,2422
4745,2712
4746,1304
4747,4161
4748,1955
4749,2739
4750,1895
4751,4078
4752,1257
4753,3397
4754,1987
4755,2046
4756,1919
4757,4255
4758,1442
4759,4120
4760,1114
4761,2717
4762,1922
4763,4070
4764,1377
4765,3428
4766,2111
4767,2272
4768,1833
4769,3429
4770,829
4771,3634
4772,2065
4773,2415
4774,1565
4775,3219
