d,alpha,ratio,a1,a2,max_digit
42334,7239,0.17099731,5,1,5
42335,7234,0.17087516,5,1,5
42336,7249,0.17122543,5,1,5
42337,7234,0.17086709,5,1,5
42338,7249,0.17121735,5,1,5
42339,7265,0.17159120,5,1,5
42340,7249,0.17120926,5,1,5
42341,7233,0.17082733,5,1,5
42342,7249,0.17120117,5,1,5
42343,7249,0.17119713,5,1,5
42344,7235,0.17086246,5,1,5
42345,7237,0.17090566,5,1,5
42346,7253,0.17127946,5,1,5
42347,7237,0.17089758,5,1,5
42348,7237,0.17089355,5,1,5
42349,7236,0.17086590,5,1,5
42350,7253,0.17126328,5,1,5
42351,7238,0.17090506,5,1,5
42352,7237,0.17087741,5,1,5
42353,7239,0.17092060,5,1,5
42354,7243,0.17101100,5,1,5
42355,7239,0.17091253,5,1,5
42356,7237,0.17086127,5,1,5
42357,7241,0.17095167,5,1,5
42358,7243,0.17099485,5,1,5
42359,7240,0.17091999,5,1,5
42360,7237,0.17084514,5,1,5
42361,7250,0.17114799,5,1,5
42362,7237,0.17083707,5,1,5
42363,7244,0.17099828,5,1,5
42364,7237,0.17082901,5,1,5
42365,7238,0.17084858,5,1,5
42366,7241,0.17091536,5,1,5
42367,7238,0.17084051,5,1,5
42368,7239,0.17086008,5,1,5
42369,7241,0.17090325,5,1,5
42370,7241,0.17089922,5,1,5
42371,7239,0.17084799,5,1,5
42372,7255,0.17122156,5,1,5
42373,7250,0.17109952,5,1,5
42374,7257,0.17126068,5,1,5
42375,7241,0.17087906,5,1,5
42376,7241,0.17087502,5,1,5
42377,7239,0.17082380,5,1,5
42378,7243,0.17091415,5,1,5
42379,7245,0.17095731,5,1,5
42380,7243,0.17090609,5,1,5
42381,7243,0.17090206,5,1,5
42382,7243,0.17089802,5,1,5
42383,7240,0.17082321,5,1,5
42384,7277,0.17169215,5,1,5
42385,7241,0.17083874,5,1,5
42386,7249,0.17102345,5,1,5
42387,7243,0.17087786,5,1,5
42388,7295,0.17210059,5,1,5
42389,7241,0.17082262,5,1,5
42390,7249,0.17100731,5,1,5
42391,7242,0.17083815,5,1,5
42392,7249,0.17099925,5,1,5
42393,7246,0.17092445,5,1,5
42394,7255,0.17113271,5,1,5
42395,7242,0.17082203,5,1,5
42396,7259,0.17121898,5,1,5
42397,7243,0.17083756,5,1,5
42398,7247,0.17092787,5,1,5
42399,7243,0.17082950,5,1,5
42400,7247,0.17091981,5,1,5
42401,7243,0.17082144,5,1,5
42402,7247,0.17091175,5,1,5
42403,7245,0.17086055,5,1,5
42404,7251,0.17099802,5,1,5
42405,7247,0.17089966,5,1,5
42406,7247,0.17089563,5,1,5
42407,7245,0.17084444,5,1,5
42408,7283,0.17173646,5,1,5
42409,7246,0.17085996,5,1,5
42410,7247,0.17087951,5,1,5
42411,7249,0.17092264,5,1,5
42412,7253,0.17101292,5,1,5
42413,7246,0.17084385,5,1,5
42414,7259,0.17114632,5,1,5
42415,7249,0.17090652,5,1,5
42416,7253,0.17099679,5,1,5
42417,7253,0.17099276,5,1,5
42418,7247,0.17084728,5,1,5
42419,7248,0.17086683,5,1,5
42420,7337,0.17296087,5,1,5
42421,7248,0.17085877,5,1,5
42422,7251,0.17092546,5,1,5
42423,7247,0.17082715,5,1,5
42424,7255,0.17101169,5,1,5
42425,7264,0.17121980,5,1,5
42426,7249,0.17086221,5,1,5
42427,7253,0.17095246,5,1,5
42428,7259,0.17108985,5,1,5
42429,7261,0.17113295,5,1,5
42430,7251,0.17089324,5,1,5
42431,7299,0.17202046,5,1,5
42432,7249,0.17083805,5,1,5
42433,7252,0.17090472,5,1,5
42434,7251,0.17087713,5,1,5
42435,7249,0.17082597,5,1,5
42436,7249,0.17082194,5,1,5
42437,7251,0.17086505,5,1,5
42438,7255,0.17095528,5,1,5
42439,7256,0.17097481,5,1,5
42440,7261,0.17108860,5,1,5
42441,7253,0.17089607,5,1,5
42442,7263,0.17112766,5,1,5
42443,7252,0.17086445,5,1,5
42444,7259,0.17102535,5,1,5
42445,7263,0.17111556,5,1,5
42446,7253,0.17087594,5,1,5
42447,7258,0.17098970,5,1,5
42448,7251,0.17082077,5,1,5
42449,7253,0.17086386,5,1,5
42450,7259,0.17100118,5,1,5
42451,7254,0.17087937,5,1,5
42452,7255,0.17089890,5,1,5
42453,7252,0.17082421,5,1,5
42454,7253,0.17084374,5,1,5
42455,7331,0.17267695,5,1,5
42456,7265,0.17111833,5,1,5
42457,7255,0.17087877,5,1,5
42458,7255,0.17087475,5,1,5
42459,7261,0.17101204,5,1,5
42460,7257,0.17091380,5,1,5
42461,7255,0.17086267,5,1,5
42462,7265,0.17109415,5,1,5
42463,7256,0.17087818,5,1,5
42464,7257,0.17089770,5,1,5
42465,7286,0.17157659,5,1,5
42466,7271,0.17121933,5,1,5
42467,7256,0.17086208,5,1,5
42468,7267,0.17111708,5,1,5
42469,7257,0.17087758,5,1,5
42470,7259,0.17092065,5,1,5
42471,7255,0.17082244,5,1,5
42472,7257,0.17086551,5,1,5
42473,7257,0.17086149,5,1,5
42474,7261,0.17095164,5,1,5
42475,7262,0.17097116,5,1,5
42476,7293,0.17169696,5,1,5
42477,7264,0.17101019,5,1,5
42478,7295,0.17173596,5,1,5
42479,7270,0.17114339,5,1,5
42480,7261,0.17092750,5,1,5
42481,7264,0.17099409,5,1,5
42482,7261,0.17091945,5,1,5
42483,7268,0.17108020,5,1,5
42484,7259,0.17086433,5,1,5
42485,7258,0.17083677,5,1,5
42486,7261,0.17090336,5,1,5
42487,7260,0.17087580,5,1,5
42488,7299,0.17178968,5,1,5
42489,7259,0.17084422,5,1,5
42490,7277,0.17126383,5,1,5
42491,7259,0.17083618,5,1,5
42492,7261,0.17087922,5,1,5
42493,7261,0.17087520,5,1,5
42494,7267,0.17101238,5,1,5
42495,7267,0.17100835,5,1,5
42496,7309,0.17199266,5,1,5
42497,7261,0.17085912,5,1,5
42498,7273,0.17113747,5,1,5
42499,7262,0.17087461,5,1,5
42500,7261,0.17084706,5,1,5
42501,7262,0.17086657,5,1,5
42502,7261,0.17083902,5,1,5
42503,7266,0.17095264,5,1,5
42504,7303,0.17181912,5,1,5
42505,7272,0.17108575,5,1,5
42506,7265,0.17091705,5,1,5
42507,7279,0.17124238,5,1,5
42508,7273,0.17109721,5,1,5
42509,7265,0.17090498,5,1,5
42510,7273,0.17108916,5,1,5
42511,7263,0.17084990,5,1,5
42512,7273,0.17108111,5,1,5
42513,7276,0.17114765,5,1,5
42514,7269,0.17097897,5,1,5
42515,7266,0.17090439,5,1,5
42516,7297,0.17162950,5,1,5
42517,7265,0.17087283,5,1,5
42518,7269,0.17096289,5,1,5
42519,7264,0.17084127,5,1,5
42520,7297,0.17161336,5,1,5
42521,7271,0.17099786,5,1,5
42522,7267,0.17089977,5,1,5
42523,7266,0.17087223,5,1,5
42524,7265,0.17084470,5,1,5
42525,7268,0.17091123,5,1,5
42526,7265,0.17083666,5,1,5
42527,7272,0.17099725,5,1,5
42528,7267,0.17087566,5,1,5
42529,7265,0.17082461,5,1,5
42530,7281,0.17119680,5,1,5
42531,7277,0.17109873,5,1,5
42532,7307,0.17180006,5,1,5
42533,7269,0.17090259,5,1,5
42534,7301,0.17165091,5,1,5
42535,7266,0.17082403,5,1,5
42536,7283,0.17121967,5,1,5
42537,7286,0.17128617,5,1,5
42538,7273,0.17097654,5,1,5
42539,7270,0.17090200,5,1,5
42540,7267,0.17082746,5,1,5
42541,7269,0.17087045,5,1,5
42542,7269,0.17086644,5,1,5
42543,7268,0.17083892,5,1,5
42544,7269,0.17085841,5,1,5
42545,7272,0.17092490,5,1,5
42546,7279,0.17108541,5,1,5
42547,7270,0.17086986,5,1,5
42548,7311,0.17182946,5,1,5
42549,7270,0.17086183,5,1,5
42550,7273,0.17092832,5,1,5
42551,7269,0.17083030,5,1,5
42552,7285,0.17120229,5,1,5
42553,7270,0.17084577,5,1,5
42554,7275,0.17095925,5,1,5
42555,7283,0.17114323,5,1,5
42556,7277,0.17099821,5,1,5
42557,7270,0.17082971,5,1,5
42558,7271,0.17084919,5,1,5
42559,7273,0.17089217,5,1,5
42560,7271,0.17084117,5,1,5
42561,7271,0.17083715,5,1,5
42562,7283,0.17111508,5,1,5
42563,7273,0.17087611,5,1,5
42564,7273,0.17087210,5,1,5
42565,7277,0.17096206,5,1,5
42566,7273,0.17086407,5,1,5
42567,7279,0.17100101,5,1,5
42568,7287,0.17118493,5,1,5
42569,7272,0.17082854,5,1,5
42570,7279,0.17098896,5,1,5
42571,7272,0.17082051,5,1,5
42572,7321,0.17196749,5,1,5
42573,7273,0.17083598,5,1,5
42574,7275,0.17087894,5,1,5
42575,7277,0.17092190,5,1,5
42576,7279,0.17096486,5,1,5
42577,7291,0.17124269,5,1,5
42578,7279,0.17095683,5,1,5
42579,7280,0.17097630,5,1,5
42580,7307,0.17160639,5,1,5
42581,7274,0.17082736,5,1,5
42582,7277,0.17089380,5,1,5
42583,7276,0.17086631,5,1,5
42584,7307,0.17159027,5,1,5
42585,7283,0.17102266,5,1,5
42586,7277,0.17087775,5,1,5
42587,7278,0.17089722,5,1,5
42588,7277,0.17086973,5,1,5
42589,7277,0.17086572,5,1,5
42590,7351,0.17259920,5,1,5
42591,7282,0.17097509,5,1,5
42592,7283,0.17099455,5,1,5
42593,7276,0.17082619,5,1,5
42594,7277,0.17084566,5,1,5
42595,7284,0.17100599,5,1,5
42596,7293,0.17121326,5,1,5
42597,7295,0.17125619,5,1,5
42598,7291,0.17115827,5,1,5
42599,7279,0.17087256,5,1,5
42600,7283,0.17096244,5,1,5
42601,7278,0.17084106,5,1,5
42602,7311,0.17161166,5,1,5
42603,7285,0.17099735,5,1,5
42604,7285,0.17099333,5,1,5
42605,7281,0.17089543,5,1,5
42606,7333,0.17211191,5,1,5
42607,7290,0.17109865,5,1,5
42608,7279,0.17083646,5,1,5
42609,7282,0.17090286,5,1,5
42610,7279,0.17082844,5,1,5
42611,7279,0.17082444,5,1,5
42612,7279,0.17082043,5,1,5
42613,7280,0.17083988,5,1,5
42614,7281,0.17085934,5,1,5
42615,7291,0.17108999,5,1,5
42616,7283,0.17089825,5,1,5
42617,7281,0.17084731,5,1,5
42618,7369,0.17290816,5,1,5
42619,7282,0.17086276,5,1,5
42620,7289,0.17102299,5,1,5
42621,7300,0.17127707,5,1,5
42622,7281,0.17082727,5,1,5
42623,7281,0.17082326,5,1,5
42624,7295,0.17114771,5,1,5
42625,7288,0.17097947,5,1,5
42626,7283,0.17085816,5,1,5
42627,7288,0.17097145,5,1,5
42628,7289,0.17099090,5,1,5
42629,7282,0.17082268,5,1,5
42630,7333,0.17201501,5,1,5
42631,7315,0.17158875,5,1,5
42632,7289,0.17097485,5,1,5
42633,7283,0.17083011,5,1,5
42634,7283,0.17082610,5,1,5
42635,7284,0.17084555,5,1,5
42636,7285,0.17086500,5,1,5
42637,7284,0.17083754,5,1,5
42638,7291,0.17099770,5,1,5
42639,7298,0.17115786,5,1,5
42640,7297,0.17113039,5,1,5
42641,7284,0.17082151,5,1,5
42642,7285,0.17084095,5,1,5
42643,7292,0.17100110,5,1,5
42644,7319,0.17163024,5,1,5
42645,7288,0.17089928,5,1,5
42646,7287,0.17087183,5,1,5
42647,7285,0.17082093,5,1,5
42648,7291,0.17095761,5,1,5
42649,7287,0.17085981,5,1,5
42650,7293,0.17099648,5,1,5
42651,7286,0.17082835,5,1,5
42652,7287,0.17084779,5,1,5
42653,7322,0.17166436,5,1,5
42654,7303,0.17121489,5,1,5
42655,7288,0.17085922,5,1,5
42656,7291,0.17092554,5,1,5
42657,7294,0.17099187,5,1,5
42658,7295,0.17101130,5,1,5
42659,7291,0.17091352,5,1,5
42660,7289,0.17086263,5,1,5
42661,7295,0.17099927,5,1,5
42662,7299,0.17108903,5,1,5
42663,7291,0.17089750,5,1,5
42664,7299,0.17108101,5,1,5
42665,7296,0.17100668,5,1,5
42666,7307,0.17126049,5,1,5
42667,7292,0.17090491,5,1,5
42668,7293,0.17092435,5,1,5
42669,7307,0.17124845,5,1,5
42670,7303,0.17115069,5,1,5
42671,7295,0.17095920,5,1,5
42672,7291,0.17086145,5,1,5
42673,7297,0.17099805,5,1,5
42674,7323,0.17160332,5,1,5
42675,7292,0.17087288,5,1,5
42676,7293,0.17089230,5,1,5
42677,7291,0.17084144,5,1,5
42678,7297,0.17097802,5,1,5
42679,7295,0.17092715,5,1,5
42680,7291,0.17082943,5,1,5
42681,7292,0.17084886,5,1,5
42682,7295,0.17091514,5,1,5
42683,7293,0.17086428,5,1,5
42684,7297,0.17095399,5,1,5
42685,7298,0.17097341,5,1,5
42686,7299,0.17099283,5,1,5
42687,7295,0.17089512,5,1,5
42688,7309,0.17121908,5,1,5
42689,7298,0.17095739,5,1,5
42690,7301,0.17102366,5,1,5
42691,7296,0.17090253,5,1,5
42692,7295,0.17087511,5,1,5
42693,7304,0.17108191,5,1,5
42694,7295,0.17086710,5,1,5
42695,7312,0.17126127,5,1,5
42696,7295,0.17085910,5,1,5
42697,7298,0.17092536,5,1,5
42698,7301,0.17099162,5,1,5
42699,7295,0.17084709,5,1,5
42700,7311,0.17121780,5,1,5
42701,7295,0.17083909,5,1,5
42702,7301,0.17097560,5,1,5
42703,7299,0.17092476,5,1,5
42704,7295,0.17082709,5,1,5
42705,7297,0.17086992,5,1,5
42706,7299,0.17091275,5,1,5
42707,7302,0.17097900,5,1,5
42708,7327,0.17156036,5,1,5
42709,7300,0.17092416,5,1,5
42710,7327,0.17155233,5,1,5
42711,7297,0.17084592,5,1,5
42712,7297,0.17084192,5,1,5
42713,7298,0.17086133,5,1,5
42714,7337,0.17177038,5,1,5
42715,7303,0.17097039,5,1,5
42716,7297,0.17082592,5,1,5
42717,7297,0.17082192,5,1,5
42718,7299,0.17086474,5,1,5
42719,7304,0.17097779,5,1,5
42720,7301,0.17090356,5,1,5
42721,7298,0.17082933,5,1,5
42722,7299,0.17084874,5,1,5
42723,7298,0.17082134,5,1,5
42724,7331,0.17158974,5,1,5
42725,7302,0.17090696,5,1,5
42726,7307,0.17101999,5,1,5
42727,7299,0.17082875,5,1,5
42728,7299,0.17082475,5,1,5
42729,7300,0.17084416,5,1,5
42730,7311,0.17109759,5,1,5
42731,7300,0.17083616,5,1,5
42732,7303,0.17090237,5,1,5
42733,7300,0.17082817,5,1,5
42734,7301,0.17084757,5,1,5
42735,7342,0.17180297,5,1,5
42736,7307,0.17097997,5,1,5
42737,7302,0.17085897,5,1,5
42738,7307,0.17097197,5,1,5
42739,7301,0.17082758,5,1,5
42740,7301,0.17082358,5,1,5
42741,7303,0.17086638,5,1,5
42742,7321,0.17128352,5,1,5
42743,7307,0.17095197,5,1,5
42744,7309,0.17099476,5,1,5
42745,7306,0.17092058,5,1,5
42746,7313,0.17108034,5,1,5
42747,7306,0.17091258,5,1,5
42748,7311,0.17102555,5,1,5
42749,7306,0.17090458,5,1,5
42750,7303,0.17083041,5,1,5
42751,7304,0.17084980,5,1,5
42752,7303,0.17082242,5,1,5
42753,7304,0.17084181,5,1,5
42754,7305,0.17086121,5,1,5
42755,7308,0.17092738,5,1,5
42756,7391,0.17286463,5,1,5
42757,7305,0.17084922,5,1,5
42758,7305,0.17084522,5,1,5
42759,7306,0.17086461,5,1,5
42760,7311,0.17097755,5,1,5
42761,7317,0.17111387,5,1,5
42762,7307,0.17087601,5,1,5
42763,7306,0.17084863,5,1,5
42764,7311,0.17096156,5,1,5
42765,7306,0.17084064,5,1,5
42766,7307,0.17086003,5,1,5
42767,7314,0.17101971,5,1,5
42768,7309,0.17089880,5,1,5
42769,7307,0.17084804,5,1,5
42770,7307,0.17084405,5,1,5
42771,7312,0.17095696,5,1,5
42772,7313,0.17097634,5,1,5
42773,7309,0.17087883,5,1,5
42774,7309,0.17087483,5,1,5
42775,7307,0.17082408,5,1,5
42776,7321,0.17114737,5,1,5
42777,7340,0.17158754,5,1,5
42778,7309,0.17085885,5,1,5
42779,7310,0.17087823,5,1,5
42780,7321,0.17113137,5,1,5
42781,7309,0.17084687,5,1,5
42782,7351,0.17182460,5,1,5
42783,7309,0.17083888,5,1,5
42784,7313,0.17092838,5,1,5
42785,7313,0.17092439,5,1,5
42786,7321,0.17110737,5,1,5
42787,7311,0.17086966,5,1,5
42788,7311,0.17086566,5,1,5
42789,7315,0.17095515,5,1,5
42790,7323,0.17113812,5,1,5
42791,7310,0.17083031,5,1,5
42792,7327,0.17122359,5,1,5
42793,7310,0.17082233,5,1,5
42794,7347,0.17168295,5,1,5
42795,7319,0.17102465,5,1,5
42796,7315,0.17092719,5,1,5
42797,7311,0.17082973,5,1,5
42798,7313,0.17087247,5,1,5
42799,7312,0.17084511,5,1,5
42800,7317,0.17095794,5,1,5
42801,7313,0.17086049,5,1,5
42802,7331,0.17127704,5,1,5
42803,7315,0.17089924,5,1,5
42804,7313,0.17084852,5,1,5
42805,7313,0.17084453,5,1,5
42806,7313,0.17084054,5,1,5
42807,7313,0.17083655,5,1,5
42808,7315,0.17087927,5,1,5
42809,7315,0.17087528,5,1,5
42810,7313,0.17082457,5,1,5
42811,7313,0.17082058,5,1,5
42812,7325,0.17109689,5,1,5
42813,7315,0.17085932,5,1,5
42814,7325,0.17108890,5,1,5
42815,7316,0.17087469,5,1,5
42816,7315,0.17084735,5,1,5
42817,7316,0.17086671,5,1,5
42818,7397,0.17275445,5,1,5
42819,7321,0.17097550,5,1,5
42820,7329,0.17115834,5,1,5
42821,7319,0.17092081,5,1,5
42822,7315,0.17082341,5,1,5
42823,7323,0.17100623,5,1,5
42824,7317,0.17086213,5,1,5
42825,7319,0.17090485,5,1,5
42826,7347,0.17155466,5,1,5
42827,7320,0.17092021,5,1,5
42828,7373,0.17215373,5,1,5
42829,7318,0.17086554,5,1,5
42830,7317,0.17083820,5,1,5
42831,7321,0.17092760,5,1,5
42832,7317,0.17083022,5,1,5
42833,7317,0.17082623,5,1,5
42834,7405,0.17287669,5,1,5
42835,7318,0.17084160,5,1,5
42836,7325,0.17100103,5,1,5
42837,7325,0.17099704,5,1,5
42838,7321,0.17089967,5,1,5
42839,7319,0.17084899,5,1,5
42840,7337,0.17126517,5,1,5
42841,7320,0.17086436,5,1,5
42842,7327,0.17102376,5,1,5
42843,7322,0.17090306,5,1,5
42844,7321,0.17087574,5,1,5
42845,7322,0.17089509,5,1,5
42846,7325,0.17096112,5,1,5
42847,7320,0.17084043,5,1,5
42848,7321,0.17085978,5,1,5
42849,7324,0.17092581,5,1,5
42850,7333,0.17113186,5,1,5
42851,7320,0.17082448,5,1,5
42852,7321,0.17084383,5,1,5
42853,7327,0.17097986,5,1,5
42854,7333,0.17111588,5,1,5
42855,7339,0.17125190,5,1,5
42856,7323,0.17087456,5,1,5
42857,7322,0.17084724,5,1,5
42858,7337,0.17119324,5,1,5
42859,7323,0.17086260,5,1,5
42860,7327,0.17095194,5,1,5
42861,7330,0.17101794,5,1,5
42862,7325,0.17089730,5,1,5
42863,7322,0.17082332,5,1,5
42864,7373,0.17200915,5,1,5
42865,7323,0.17083868,5,1,5
42866,7357,0.17162786,5,1,5
42867,7327,0.17092402,5,1,5
42868,7323,0.17082672,5,1,5
42869,7326,0.17089272,5,1,5
42870,7339,0.17119198,5,1,5
42871,7324,0.17083810,5,1,5
42872,7343,0.17127729,5,1,5
42873,7330,0.17097007,5,1,5
42874,7335,0.17108271,5,1,5
42875,7324,0.17082216,5,1,5
42876,7325,0.17084150,5,1,5
42877,7330,0.17095412,5,1,5
42878,7333,0.17102010,5,1,5
42879,7325,0.17082954,5,1,5
42880,7327,0.17087220,5,1,5
42881,7325,0.17082158,5,1,5
42882,7331,0.17095751,5,1,5
42883,7329,0.17090689,5,1,5
42884,7329,0.17090290,5,1,5
42885,7328,0.17087560,5,1,5
42886,7329,0.17089493,5,1,5
42887,7326,0.17082099,5,1,5
42888,7363,0.17167972,5,1,5
42889,7335,0.17102287,5,1,5
42890,7339,0.17111215,5,1,5
42891,7331,0.17092164,5,1,5
42892,7327,0.17082440,5,1,5
42893,7327,0.17082041,5,1,5
42894,7361,0.17160908,5,1,5
42895,7333,0.17095233,5,1,5
42896,7331,0.17090172,5,1,5
42897,7330,0.17087442,5,1,5
42898,7339,0.17108024,5,1,5
42899,7330,0.17086645,5,1,5
42900,7369,0.17177156,5,1,5
42901,7344,0.17118482,5,1,5
42902,7331,0.17087781,5,1,5
42903,7333,0.17092045,5,1,5
42904,7329,0.17082323,5,1,5
42905,7348,0.17126209,5,1,5
42906,7345,0.17118818,5,1,5
42907,7333,0.17090451,5,1,5
42908,7341,0.17108698,5,1,5
42909,7330,0.17082663,5,1,5
42910,7333,0.17089257,5,1,5
42911,7331,0.17084198,5,1,5
42912,7337,0.17097782,5,1,5
42913,7335,0.17092722,5,1,5
42914,7343,0.17110966,5,1,5
42915,7331,0.17082605,5,1,5
42916,7331,0.17082207,5,1,5
42917,7333,0.17086469,5,1,5
42918,7367,0.17165292,5,1,5
42919,7335,0.17090333,5,1,5
42920,7349,0.17122554,5,1,5
42921,7333,0.17084877,5,1,5
42922,7333,0.17084479,5,1,5
42923,7334,0.17086411,5,1,5
42924,7339,0.17097661,5,1,5
42925,7337,0.17092603,5,1,5
42926,7333,0.17082887,5,1,5
42927,7346,0.17112773,5,1,5
42928,7333,0.17082091,5,1,5
42929,7334,0.17084022,5,1,5
42930,7339,0.17095271,5,1,5
42931,7338,0.17092544,5,1,5
42932,7351,0.17122426,5,1,5
42933,7336,0.17087089,5,1,5
42934,7367,0.17158895,5,1,5
42935,7341,0.17097939,5,1,5
42936,7369,0.17162754,5,1,5
42937,7338,0.17090155,5,1,5
42938,7339,0.17092086,5,1,5
42939,7336,0.17084702,5,1,5
42940,7343,0.17100605,5,1,5
42941,7344,0.17102536,5,1,5
42942,7337,0.17085837,5,1,5
42943,7340,0.17092425,5,1,5
42944,7347,0.17108327,5,1,5
42945,7369,0.17159157,5,1,5
42946,7369,0.17158758,5,1,5
42947,7337,0.17083848,5,1,5
42948,7349,0.17111391,5,1,5
42949,7343,0.17097022,5,1,5
42950,7337,0.17082654,5,1,5
42951,7337,0.17082257,5,1,5
42952,7341,0.17091172,5,1,5
42953,7344,0.17097758,5,1,5
42954,7345,0.17099688,5,1,5
42955,7346,0.17101618,5,1,5
42956,7339,0.17084924,5,1,5
42957,7342,0.17091510,5,1,5
42958,7339,0.17084129,5,1,5
42959,7346,0.17100026,5,1,5
42960,7351,0.17111266,5,1,5
42961,7342,0.17089919,5,1,5
42962,7353,0.17115125,5,1,5
42963,7345,0.17096106,5,1,5
42964,7341,0.17086398,5,1,5
42965,7341,0.17086000,5,1,5
42966,7379,0.17174045,5,1,5
42967,7340,0.17082878,5,1,5
42968,7351,0.17108080,5,1,5
42969,7340,0.17082082,5,1,5
42970,7341,0.17084012,5,1,5
42971,7344,0.17090596,5,1,5
42972,7343,0.17087871,5,1,5
42973,7341,0.17082819,5,1,5
42974,7341,0.17082422,5,1,5
42975,7343,0.17086678,5,1,5
42976,7375,0.17160741,5,1,5
42977,7347,0.17095190,5,1,5
42978,7349,0.17099446,5,1,5
42979,7345,0.17089742,5,1,5
42980,7361,0.17126570,5,1,5
42981,7346,0.17091273,5,1,5
42982,7375,0.17158345,5,1,5
42983,7344,0.17085825,5,1,5
42984,7355,0.17111018,5,1,5
42985,7343,0.17082703,5,1,5
42986,7347,0.17091611,5,1,5
42987,7345,0.17086561,5,1,5
42988,7345,0.17086164,5,1,5
42989,7348,0.17092745,5,1,5
42990,7381,0.17169109,5,1,5
42991,7344,0.17082645,5,1,5
42992,7347,0.17089226,5,1,5
42993,7345,0.17084176,5,1,5
42994,7393,0.17195423,5,1,5
42995,7351,0.17097337,5,1,5
42996,7357,0.17110894,5,1,5
42997,7346,0.17084913,5,1,5
42998,7349,0.17091493,5,1,5
42999,7346,0.17084118,5,1,5
43000,7357,0.17109302,5,1,5
43001,7352,0.17097277,5,1,5
43002,7349,0.17089903,5,1,5
43003,7349,0.17089505,5,1,5
43004,7365,0.17126314,5,1,5
43005,7348,0.17086385,5,1,5
43006,7347,0.17083663,5,1,5
43007,7351,0.17092566,5,1,5
43008,7349,0.17087519,5,1,5
43009,7347,0.17082471,5,1,5
43010,7347,0.17082074,5,1,5
43011,7348,0.17084002,5,1,5
43012,7349,0.17085930,5,1,5
43013,7362,0.17115756,5,1,5
43014,7355,0.17099084,5,1,5
43015,7349,0.17084738,5,1,5
43016,7367,0.17126186,5,1,5
43017,7355,0.17097892,5,1,5
43018,7355,0.17097494,5,1,5
43019,7351,0.17087798,5,1,5
43020,7349,0.17082752,5,1,5
43021,7350,0.17084680,5,1,5
43022,7353,0.17091256,5,1,5
43023,7351,0.17086210,5,1,5
43024,7353,0.17090461,5,1,5
43025,7352,0.17087740,5,1,5
43026,7357,0.17098963,5,1,5
43027,7353,0.17089270,5,1,5
43028,7367,0.17121409,5,1,5
43029,7351,0.17083827,5,1,5
43030,7387,0.17167093,5,1,5
43031,7351,0.17083033,5,1,5
43032,7367,0.17119818,5,1,5
43033,7355,0.17091534,5,1,5
43034,7355,0.17091137,5,1,5
43035,7394,0.17181364,5,1,5
43036,7355,0.17090343,5,1,5
43037,7364,0.17110858,5,1,5
43038,7363,0.17108137,5,1,5
43039,7358,0.17096122,5,1,5
43040,7353,0.17084108,5,1,5
43041,7354,0.17086034,5,1,5
43042,7359,0.17097254,5,1,5
43043,7355,0.17087564,5,1,5
43044,7367,0.17115045,5,1,5
43045,7353,0.17082123,5,1,5
43046,7359,0.17095665,5,1,5
43047,7354,0.17083653,5,1,5
43048,7357,0.17090225,5,1,5
43049,7357,0.17089828,5,1,5
43050,7373,0.17126597,5,1,5
43051,7355,0.17084388,5,1,5
43052,7355,0.17083991,5,1,5
43053,7355,0.17083595,5,1,5
43054,7361,0.17097134,5,1,5
43055,7357,0.17087446,5,1,5
43056,7355,0.17082404,5,1,5
43057,7367,0.17109878,5,1,5
43058,7367,0.17109480,5,1,5
43059,7360,0.17092826,5,1,5
43060,7387,0.17155132,5,1,5
43061,7356,0.17082743,5,1,5
43062,7415,0.17219358,5,1,5
43063,7358,0.17086594,5,1,5
43064,7365,0.17102452,5,1,5
43065,7369,0.17111343,5,1,5
43066,7363,0.17097014,5,1,5
43067,7368,0.17108227,5,1,5
43068,7373,0.17119439,5,1,5
43069,7377,0.17128329,5,1,5
43070,7377,0.17127931,5,1,5
43071,7394,0.17167003,5,1,5
43072,7365,0.17099276,5,1,5
43073,7360,0.17087270,5,1,5
43074,7375,0.17121698,5,1,5
43075,7359,0.17084156,5,1,5
43076,7371,0.17111617,5,1,5
43077,7370,0.17108898,5,1,5
43078,7359,0.17082966,5,1,5
43079,7361,0.17087212,5,1,5
43080,7367,0.17100743,5,1,5
43081,7366,0.17098025,5,1,5
43082,7361,0.17086022,5,1,5
43083,7364,0.17092589,5,1,5
43084,7367,0.17099155,5,1,5
43085,7366,0.17096437,5,1,5
43086,7397,0.17167990,5,1,5
43087,7361,0.17084039,5,1,5
43088,7361,0.17083643,5,1,5
43089,7363,0.17087888,5,1,5
43090,7361,0.17082850,5,1,5
43091,7363,0.17087095,5,1,5
43092,7361,0.17082057,5,1,5
43093,7362,0.17083981,5,1,5
43094,7367,0.17095187,5,1,5
43095,7366,0.17092470,5,1,5
43096,7373,0.17108316,5,1,5
43097,7364,0.17087036,5,1,5
43098,7379,0.17121444,5,1,5
43099,7397,0.17162811,5,1,5
43100,7367,0.17092807,5,1,5
43101,7400,0.17168975,5,1,5
43102,7363,0.17082734,5,1,5
43103,7367,0.17091618,5,1,5
43104,7367,0.17091221,5,1,5
43105,7364,0.17083865,5,1,5
43106,7367,0.17090428,5,1,5
43107,7366,0.17087712,5,1,5
43108,7365,0.17084996,5,1,5
43109,7365,0.17084600,5,1,5
